timestamp,description,server,switch,master,T1,T2,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20
1708306102,,0,21.47592,9.572125,37.51514,170.4588,1.870401,3.132874,1.783434,2.222748,3.558954,0.725946,3.488046,0,14.04387,12.89351,20.27979,20.2562,21.6226,20.17953,20.32348,20.3077,19.26476,19.92957,15.15829
1708306103,,4.18108,21.58712,8.112264,37.66646,170.445,0,0,2.140121,0,0.711791,3.629731,0,2.323121,13.76945,12.88342,20.06417,20.32534,21.60714,20.24088,20.31089,20.35017,19.48468,19.91332,15.23022
1708306104,,0,21.53856,8.1499,38.55746,170.4066,3.761862,3.829716,0,2.185662,0,0,0.710325,1.548747,13.95901,13.1238,20.29974,20.34955,21.74183,20.32226,20.57353,20.32116,19.8761,20.11009,15.04611
1708306105,,2.627686,21.34432,8.262812,37.67143,170.3626,0.752372,0.765943,3.105793,2.185662,3.753578,1.482481,3.551624,0,13.3805,12.20154,20.07971,20.44637,21.7182,20.2862,20.26213,20.39529,19.97396,20.11009,0,14.10277
1708306106,,2.189739,21.55639,8.250925,37.51088,170.4646,0,0,0.776448,0,0,2.223722,0,3.674984,13.04881,12.28588,20.0138,20.31264,21.71229,20.26216,20.38326,20.39529,19.87704,20.13662,0,14.02012
1708306107,,0,21.50913,8.114671,37.61289,170.7597,3.765477,3.694545,0,3.812868,0,0,1.430583,0,12.98832,12.34005,20.05452,20.31264,21.72928,20.26558,20.44921,20.42512,20.01272,20.24403,0,14.01332
1708306108,,3.764504,21.47763,8.111864,37.67641,170.8213,0,0,2.870826,0,3.556584,2.995884,2.145874,0,13.43364,12.40418,20.07263,20.4324,21.77434,20.28566,20.28741,20.40161,20.05794,20.23224,0,13.94925
1708306109,,0.752901,21.27092,8.109994,37.66629,170.6968,0.762739,0,0.717706,0,0,0.936214,0,3.610572,13.04337,12.09392,20.09703,20.31029,21.82898,20.31579,20.27419,20.2748,20.05818,20.18509,0,14.06318
1708306110,,0,21.55493,8.108577,37.41269,170.8423,3.050955,3.821809,0,3.682126,0,0,1.776212,0,13.55118,12.12813,19.96437,20.31029,21.91093,20.3337,20.32987,20.30574,20.12175,20.23637,0,13.93795
1708306111,,3.848784,21.55493,7.962632,37.78242,170.9064,0,0,3.021435,0,3.51553,3.696014,2.131454,0,13.45574,12.58359,19.88896,20.39583,21.63511,20.30836,20.26383,20.29171,20.16413,20.23637,0,15.03676
1708306112,,0,21.47041,8.091761,37.88902,170.9799,2.217571,3.177265,0.944198,0,0,0,0,3.779668,14.20888,13.09315,19.93132,20.46905,21.78701,20.27035,20.40515,20.38944,20.00056,20.25209,0,14.80711
1708306113,,2.462528,21.55229,8.177846,37.99721,171.1117,2.217571,0.992895,0,3.768474,0,0,2.802963,0,14.19656,13.08811,19.88277,20.48735,21.88828,20.30549,20.34454,20.4095,19.95715,20.17927,0,15.15781
1708306114,,2.462528,21.44545,8.180843,37.46436,171.2521,0,0,3.649426,0,3.601245,3.654315,0.875926,0.755873,14.14888,12.89357,19.91239,20.25901,21.80143,20.32096,20.19024,20.4396,19.92822,20.16107,0,14.99844
1708306115,,0,21.12492,7.945209,37.83421,171.056,3.679848,3.831182,0.729885,0,0,0,0,0,14.09212,13.1622,19.95741,20.27447,21.71118,20.36737,20.48837,20.44977,19.91768,20.14388,0,14.92887
