timestamp,description,server,switch,master,T1,T2,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20
1726971027,,8.307746,22.27564,9.772685,27.1911
1726971028,,7.611027,22.23675,8.52507,27.65104
1726971029,,6.883218,22.40802,8.563461,29.64557,27.50144
1726971030,,5.791504,22.41185,8.605921,29.47704,27.37825,0,0,0,0,0,0,0,0,0,0,0,0,0
1726971031,,5.921358,22.38271,8.634226,29.48898,27.57476,0,0,0,0,0,0,0,0,0,0,0,0,0
1726971032,,5.953821,22.26615,8.373127,29.78425,27.87246,0,0,0,0,0,0,0,0,0,0,0,0,0
1726971033,,6.10188,22.4507,8.491521,30.08778,28.1167,0,0,0,0,0,0,0,0,0,0,0,0,0
1726971034,,6.10188,22.44344,8.459026,30.55266,28.30443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726971035,,5.90323,22.44162,8.496351,30.6719,28.30499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726971036,,5.893528,22.13508,8.533676,30.34938,28.36045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726971037,,5.854723,22.18512,8.447438,30.39289,28.41125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726971038,,6.00287,22.28277,8.722913,30.31843,28.2996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726971039,,6.101636,22.34786,8.568262,30.28155,28.39033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726971040,,5.893405,22.46494,8.539985,30.07885,27.97015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726971041,,5.841346,22.18387,8.521134,30.10143,27.81678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726971042,,5.927871,22.27782,8.40548,29.91052,28.00376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726971043,,5.927871,22.41875,8.455406,30.09296,27.82435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726971044,,5.864687,22.13086,8.306936,29.98726,27.92761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726971045,,5.864687,22.19675,8.406778,29.94194,27.79811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726971046,,5.804823,22.21323,8.473338,29.97044,27.78609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726971047,,5.804823,22.26517,8.391093,29.66273,27.78569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726971048,,5.910899,22.7841,8.504545,29.84007,27.95414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726971049,,5.948433,22.65238,8.355394,30.05242,28.02581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726971050,,6.004733,22.56457,8.445653,29.75614,27.90822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
