Timestamp,Jobs,Completed,Removed,Idle,Running,Held,Suspended
1727143422,0,0,0,0,0,0,0
1727143423,0,0,0,0,0,0,0
1727143424,0,0,0,0,0,0,0
1727143425,0,0,0,0,0,0,0
1727143426,0,0,0,0,0,0,0
1727143427,0,0,0,0,0,0,0
1727143428,0,0,0,0,0,0,0
1727143429,0,0,0,0,0,0,0
1727143430,0,0,0,0,0,0,0
1727143431,0,0,0,0,0,0,0
1727143432,0,0,0,0,0,0,0
1727143433,0,0,0,0,0,0,0
1727143434,0,0,0,0,0,0,0
1727143435,0,0,0,0,0,0,0
1727143437,0,0,0,0,0,0,0
1727143438,0,0,0,0,0,0,0
1727143439,0,0,0,0,0,0,0
1727143440,0,0,0,0,0,0,0
1727143441,0,0,0,0,0,0,0
1727143442,0,0,0,0,0,0,0
1727143443,0,0,0,0,0,0,0
1727143444,0,0,0,0,0,0,0
1727143445,0,0,0,0,0,0,0
1727143446,0,0,0,0,0,0,0
1727143447,0,0,0,0,0,0,0
1727143448,0,0,0,0,0,0,0
1727143449,0,0,0,0,0,0,0
1727143450,0,0,0,0,0,0,0
1727143451,0,0,0,0,0,0,0
1727143452,0,0,0,0,0,0,0
1727143453,0,0,0,0,0,0,0
1727143454,0,0,0,0,0,0,0
1727143455,0,0,0,0,0,0,0
1727143456,0,0,0,0,0,0,0
1727143457,0,0,0,0,0,0,0
1727143459,0,0,0,0,0,0,0
1727143460,0,0,0,0,0,0,0
1727143461,0,0,0,0,0,0,0
1727143462,0,0,0,0,0,0,0
1727143463,0,0,0,0,0,0,0
1727143464,0,0,0,0,0,0,0
1727143465,0,0,0,0,0,0,0
1727143466,0,0,0,0,0,0,0
1727143467,0,0,0,0,0,0,0
1727143468,0,0,0,0,0,0,0
1727143469,0,0,0,0,0,0,0
1727143470,0,0,0,0,0,0,0
1727143471,0,0,0,0,0,0,0
1727143472,0,0,0,0,0,0,0
1727143473,0,0,0,0,0,0,0
1727143474,0,0,0,0,0,0,0
1727143475,0,0,0,0,0,0,0
1727143476,0,0,0,0,0,0,0
1727143477,0,0,0,0,0,0,0
1727143478,0,0,0,0,0,0,0
1727143479,0,0,0,0,0,0,0
1727143480,0,0,0,0,0,0,0
1727143482,0,0,0,0,0,0,0
1727143483,0,0,0,0,0,0,0
1727143484,0,0,0,0,0,0,0
1727143485,0,0,0,0,0,0,0
1727143486,0,0,0,0,0,0,0
1727143487,1,0,0,1,0,0,0
1727143488,1,0,0,1,0,0,0
1727143489,1,0,0,1,0,0,0
1727143490,1,0,0,1,0,0,0
1727143491,1,0,0,0,1,0,0
1727143492,1,0,0,0,1,0,0
1727143493,3,0,0,2,1,0,0
1727143494,2,0,0,0,2,0,0
1727143495,2,0,0,0,2,0,0
1727143496,0,0,0,0,0,0,0
1727143497,0,0,0,0,0,0,0
1727143498,0,0,0,0,0,0,0
1727143499,0,0,0,0,0,0,0
1727143500,0,0,0,0,0,0,0
1727143501,0,0,0,0,0,0,0
1727143502,0,0,0,0,0,0,0
1727143503,0,0,0,0,0,0,0
1727143504,0,0,0,0,0,0,0
1727143506,0,0,0,0,0,0,0
1727143507,0,0,0,0,0,0,0
1727143508,27,0,0,9,18,0,0
1727143509,27,0,0,9,18,0,0
1727143510,20,0,0,0,20,0,0
1727143511,17,0,0,0,17,0,0
1727143512,11,0,0,0,11,0,0
1727143513,6,0,0,0,6,0,0
1727143514,4,0,0,0,4,0,0
1727143515,3,0,0,0,3,0,0
1727143516,3,0,0,0,3,0,0
1727143518,3,0,0,0,3,0,0
1727143519,3,0,0,0,3,0,0
1727143520,3,0,0,0,3,0,0
1727143521,3,0,0,0,3,0,0
1727143522,3,0,0,0,3,0,0
1727143523,5,0,0,2,3,0,0
1727143524,5,0,0,2,3,0,0
1727143525,5,0,0,2,3,0,0
1727143526,5,0,0,2,3,0,0
1727143528,5,0,0,2,3,0,0
1727143529,3,0,0,3,0,0,0
1727143530,4,0,0,3,1,0,0
1727143531,4,0,0,3,1,0,0
1727143532,4,0,0,3,1,0,0
1727143533,4,0,0,4,0,0,0
1727143534,4,0,0,4,0,0,0
1727143535,4,0,0,4,0,0,0
1727143536,4,0,0,4,0,0,0
1727143537,4,0,0,1,3,0,0
1727143538,4,0,0,0,4,0,0
1727143539,4,0,0,0,4,0,0
1727143540,3,0,0,0,3,0,0
1727143541,3,0,0,0,3,0,0
1727143542,1,0,0,0,1,0,0
1727143544,34,0,0,30,4,0,0
1727143545,34,0,0,27,7,0,0
1727143546,43,0,0,36,7,0,0
1727143547,43,0,0,36,7,0,0
1727143548,39,0,0,27,12,0,0
