Timestamp,Total,Used,Free,Shared,Buffers,Available
1727143810,31725,1225,23019,0,7480,30054
1727143811,31725,1226,23018,0,7480,30053
1727143812,31725,1223,23020,0,7480,30055
1727143813,31725,1222,23021,0,7480,30056
1727143814,31725,1222,23021,0,7480,30056
1727143815,31725,1223,23020,0,7480,30056
1727143816,31725,1222,23021,0,7480,30057
1727143817,31725,1223,23020,0,7480,30056
1727143818,31725,1223,23021,0,7480,30056
1727143819,31725,1223,23020,0,7480,30056
1727143820,31725,1223,23020,0,7480,30056
1727143821,31725,1223,23021,0,7480,30056
1727143822,31725,1223,23021,0,7480,30056
1727143823,31725,1222,23022,0,7480,30057
1727143824,31725,1223,23020,0,7480,30056
1727143825,31725,1221,23022,0,7480,30057
1727143826,31725,1223,23020,0,7480,30056
1727143827,31725,1222,23022,0,7480,30057
1727143828,31725,1222,23021,0,7480,30056
1727143829,31725,1223,23021,0,7480,30056
1727143830,31725,1223,23020,0,7480,30056
1727143831,31725,1223,23021,0,7480,30056
1727143832,31725,1223,23020,0,7480,30056
1727143833,31725,1223,23020,0,7480,30056
1727143835,31725,1223,23020,0,7480,30056
1727143836,31725,1222,23021,0,7480,30057
1727143837,31725,1222,23021,0,7480,30056
1727143838,31725,1222,23022,0,7480,30057
1727143839,31725,1221,23022,0,7480,30057
1727143840,31725,1222,23021,0,7480,30057
1727143841,31725,1222,23022,0,7480,30057
1727143842,31725,1222,23021,0,7480,30056
1727143843,31725,1223,23020,0,7480,30055
1727143844,31725,1223,23021,0,7480,30056
1727143845,31725,1223,23021,0,7480,30056
1727143846,31725,1223,23021,0,7480,30056
1727143847,31725,1224,23020,0,7480,30055
1727143848,31725,1223,23021,0,7480,30056
1727143849,31725,1223,23021,0,7480,30056
1727143850,31725,1222,23021,0,7480,30056
1727143851,31725,1224,23019,0,7480,30055
1727143852,31725,1223,23020,0,7480,30055
1727143853,31725,1223,23020,0,7480,30056
1727143854,31725,1223,23020,0,7480,30056
1727143855,31725,1223,23020,0,7480,30055
1727143856,31725,1224,23019,0,7480,30055
1727143857,31725,1224,23019,0,7480,30055
1727143858,31725,1224,23020,0,7480,30055
1727143859,31725,1224,23019,0,7480,30054
1727143860,31725,1224,23019,0,7480,30055
1727143861,31725,1225,23018,0,7480,30054
1727143862,31725,1224,23020,0,7480,30055
1727143863,31725,1224,23019,0,7480,30055
1727143864,31725,1224,23020,0,7480,30055
1727143865,31725,1223,23020,0,7480,30055
1727143866,31725,1222,23021,0,7480,30057
1727143867,31725,1222,23021,0,7480,30057
1727143868,31725,1222,23021,0,7480,30056
1727143869,31725,1222,23021,0,7480,30056
1727143870,31725,1222,23021,0,7480,30056
1727143871,31725,1221,23022,0,7480,30058
1727143872,31725,1221,23022,0,7480,30057
1727143873,31725,1222,23021,0,7480,30056
1727143874,31725,1222,23021,0,7480,30056
1727143875,31725,1222,23021,0,7480,30056
1727143876,31725,1222,23021,0,7480,30056
1727143877,31725,1223,23020,0,7480,30056
1727143878,31725,1224,23019,0,7480,30054
1727143879,31725,1223,23020,0,7480,30056
1727143880,31725,1223,23020,0,7480,30056
1727143882,31725,1222,23021,0,7480,30056
1727143883,31725,1223,23020,0,7480,30056
1727143884,31725,1223,23020,0,7480,30056
1727143885,31725,1224,23019,0,7480,30055
1727143886,31725,1224,23019,0,7480,30055
1727143887,31725,1223,23020,0,7480,30056
1727143888,31725,1223,23021,0,7480,30056
1727143889,31725,1223,23020,0,7480,30055
1727143890,31725,1224,23019,0,7480,30055
1727143891,31725,1223,23020,0,7480,30056
1727143892,31725,1222,23021,0,7480,30057
1727143893,31725,1223,23020,0,7480,30055
1727143894,31725,1223,23020,0,7480,30055
1727143895,31725,1223,23020,0,7480,30056
1727143896,31725,1222,23021,0,7480,30057
1727143897,31725,1223,23020,0,7480,30055
1727143898,31725,1225,23018,0,7480,30054
1727143899,31725,1223,23020,0,7480,30056
1727143900,31725,1224,23019,0,7480,30055
1727143901,31725,1224,23019,0,7480,30054
1727143902,31725,1223,23021,0,7480,30056
1727143903,31725,1223,23020,0,7480,30055
1727143904,31725,1223,23020,0,7480,30055
1727143905,31725,1223,23020,0,7480,30056
1727143906,31725,1223,23020,0,7480,30056
1727143907,31725,1224,23019,0,7480,30055
1727143908,31725,1223,23020,0,7480,30056
1727143909,31725,1223,23020,0,7480,30055
1727143910,31725,1223,23020,0,7480,30055
1727143911,31725,1224,23019,0,7480,30055
1727143912,31725,1227,23016,0,7480,30052
1727143913,31725,1228,23016,0,7480,30051
1727143914,31725,1227,23016,0,7480,30052
1727143915,31725,1227,23016,0,7480,30052
1727143916,31725,1227,23016,0,7480,30051
1727143917,31725,1227,23016,0,7480,30051
1727143918,31725,1224,23019,0,7480,30054
1727143919,31725,1226,23017,0,7480,30053
1727143920,31725,1225,23018,0,7480,30054
1727143921,31725,1225,23018,0,7480,30054
1727143922,31725,1225,23018,0,7480,30053
1727143923,31725,1225,23018,0,7480,30054
1727143924,31725,1226,23017,0,7480,30053
1727143925,31725,1226,23018,0,7480,30053
1727143926,31725,1226,23017,0,7480,30053
1727143928,31725,1226,23017,0,7480,30052
1727143929,31725,1226,23017,0,7480,30053
1727143930,31725,1225,23018,0,7480,30054
1727143931,31725,1226,23017,0,7480,30052
1727143932,31725,1227,23016,0,7480,30052
1727143933,31725,1227,23017,0,7480,30052
1727143934,31725,1226,23017,0,7480,30053
1727143935,31725,1227,23016,0,7480,30051
1727143936,31725,1228,23015,0,7481,30050
1727143937,31725,1228,23015,0,7481,30051
1727143938,31725,1229,23014,0,7481,30049
1727143939,31725,1227,23017,0,7481,30052
1727143940,31725,1227,23016,0,7481,30051
1727143941,31725,1228,23015,0,7481,30051
1727143942,31725,1228,23015,0,7481,30051
1727143943,31725,1227,23017,0,7481,30052
1727143944,31725,1227,23016,0,7481,30052
1727143945,31725,1228,23015,0,7481,30051
1727143946,31725,1226,23017,0,7481,30052
1727143947,31725,1227,23016,0,7481,30052
1727143948,31725,1227,23016,0,7481,30052
1727143949,31725,1228,23015,0,7481,30051
1727143950,31725,1227,23016,0,7481,30052
1727143951,31725,1226,23017,0,7481,30053
1727143952,31725,1226,23017,0,7481,30053
1727143953,31725,1227,23016,0,7481,30052
1727143954,31725,1225,23018,0,7481,30053
1727143955,31725,1226,23017,0,7481,30053
1727143956,31725,1226,23017,0,7481,30053
1727143957,31725,1227,23016,0,7481,30051
1727143958,31725,1228,23015,0,7481,30051
1727143959,31725,1227,23016,0,7481,30051
1727143960,31725,1227,23016,0,7481,30051
1727143961,31725,1228,23015,0,7481,30051
1727143962,31725,1227,23016,0,7481,30052
1727143963,31725,1227,23016,0,7481,30051
1727143964,31725,1226,23017,0,7481,30053
1727143965,31725,1226,23017,0,7481,30052
1727143966,31725,1227,23016,0,7481,30052
1727143967,31725,1227,23016,0,7481,30051
1727143968,31725,1228,23015,0,7481,30050
1727143969,31725,1228,23015,0,7481,30050
1727143970,31725,1227,23016,0,7481,30052
1727143971,31725,1227,23016,0,7481,30052
1727143972,31725,1228,23015,0,7481,30050
1727143973,31725,1228,23015,0,7481,30051
1727143974,31725,1227,23016,0,7481,30052
1727143975,31725,1228,23015,0,7481,30051
1727143977,31725,1228,23015,0,7481,30051
1727143978,31725,1227,23016,0,7481,30052
1727143979,31725,1228,23015,0,7481,30051
1727143980,31725,1226,23017,0,7481,30053
1727143981,31725,1228,23015,0,7481,30050
1727143982,31725,1227,23016,0,7481,30052
1727143983,31725,1229,23014,0,7481,30049
1727143984,31725,1229,23014,0,7481,30050
1727143985,31725,1228,23015,0,7481,30050
1727143986,31725,1226,23017,0,7481,30052
1727143987,31725,1236,23007,0,7481,30043
1727143988,31725,1230,23013,0,7481,30049
1727143989,31725,1229,23014,0,7481,30050
1727143990,31725,1229,23014,0,7481,30050
1727143991,31725,1230,23013,0,7481,30049
1727143992,31725,1230,23013,0,7481,30048
1727143993,31725,1230,23013,0,7481,30049
1727143994,31725,1230,23013,0,7481,30049
1727143995,31725,1228,23015,0,7481,30050
1727143996,31725,1229,23014,0,7481,30050
1727143997,31725,1228,23015,0,7481,30051
1727143998,31725,1227,23016,0,7481,30051
1727143999,31725,1226,23017,0,7481,30052
1727144000,31725,1230,23013,0,7481,30048
1727144001,31725,1230,23013,0,7481,30049
1727144002,31725,1229,23014,0,7481,30049
1727144003,31725,1229,23014,0,7481,30050
1727144004,31725,1229,23014,0,7481,30049
1727144005,31725,1229,23014,0,7481,30049
1727144006,31725,1229,23014,0,7481,30050
1727144007,31725,1231,23012,0,7481,30048
1727144008,31725,1229,23014,0,7481,30050
1727144009,31725,1229,23014,0,7481,30050
1727144010,31725,1230,23013,0,7481,30049
1727144011,31725,1229,23014,0,7481,30049
1727144012,31725,1229,23014,0,7481,30049
1727144013,31725,1229,23014,0,7481,30049
1727144014,31725,1230,23013,0,7481,30048
1727144015,31725,1230,23013,0,7481,30049
1727144016,31725,1229,23014,0,7481,30050
1727144017,31725,1231,23012,0,7481,30048
1727144018,31725,1229,23014,0,7481,30050
1727144019,31725,1230,23013,0,7481,30049
1727144020,31725,1230,23013,0,7481,30049
1727144021,31725,1230,23013,0,7481,30048
1727144022,31725,1231,23012,0,7481,30048
1727144024,31725,1229,23014,0,7481,30049
1727144025,31725,1230,23013,0,7481,30048
1727144026,31725,1230,23013,0,7481,30048
1727144027,31725,1231,23012,0,7481,30047
1727144028,31725,1230,23013,0,7481,30048
1727144029,31725,1230,23013,0,7481,30049
1727144030,31725,1232,23011,0,7481,30047
1727144031,31725,1232,23011,0,7481,30046
1727144032,31725,1232,23011,0,7481,30047
1727144033,31725,1231,23012,0,7481,30048
1727144034,31725,1233,23010,0,7481,30046
1727144035,31725,1232,23011,0,7481,30047
1727144036,31725,1233,23010,0,7481,30046
1727144037,31725,1231,23012,0,7481,30047
1727144038,31725,1231,23012,0,7481,30047
1727144039,31725,1232,23011,0,7481,30046
1727144040,31725,1232,23011,0,7481,30047
1727144041,31725,1233,23010,0,7481,30046
1727144042,31725,1234,23009,0,7481,30045
1727144043,31725,1233,23009,0,7481,30045
1727144044,31725,1232,23011,0,7481,30046
1727144045,31725,1232,23011,0,7481,30047
1727144046,31725,1231,23012,0,7481,30047
1727144047,31725,1232,23011,0,7481,30047
1727144048,31725,1232,23011,0,7481,30047
1727144049,31725,1232,23010,0,7481,30046
1727144050,31725,1232,23011,0,7481,30047
1727144051,31725,1233,23010,0,7481,30046
1727144052,31725,1231,23012,0,7481,30047
1727144053,31725,1232,23010,0,7481,30046
1727144054,31725,1233,23010,0,7481,30045
1727144055,31725,1233,23009,0,7481,30045
1727144056,31725,1234,23009,0,7481,30045
1727144057,31725,1233,23010,0,7481,30045
1727144058,31725,1233,23010,0,7481,30046
1727144059,31725,1233,23010,0,7481,30045
1727144060,31725,1233,23010,0,7481,30045
1727144061,31725,1233,23010,0,7481,30046
1727144062,31725,1234,23009,0,7481,30044
1727144063,31725,1235,23008,0,7481,30044
1727144064,31725,1233,23010,0,7481,30046
1727144065,31725,1234,23009,0,7481,30044
1727144066,31725,1233,23010,0,7481,30046
1727144067,31725,1234,23009,0,7481,30045
1727144068,31725,1232,23011,0,7481,30047
1727144069,31725,1233,23010,0,7481,30046
1727144070,31725,1234,23009,0,7481,30045
1727144072,31725,1234,23009,0,7481,30044
1727144073,31725,1233,23010,0,7481,30045
1727144074,31725,1234,23009,0,7481,30045
1727144075,31725,1232,23011,0,7481,30047
1727144076,31725,1234,23009,0,7481,30044
1727144077,31725,1233,23010,0,7481,30046
1727144078,31725,1234,23009,0,7481,30044
1727144079,31725,1234,23009,0,7481,30045
1727144080,31725,1234,23009,0,7481,30045
1727144081,31725,1234,23009,0,7481,30045
1727144082,31725,1233,23010,0,7481,30046
1727144083,31725,1234,23009,0,7481,30044
1727144084,31725,1233,23010,0,7481,30046
1727144085,31725,1233,23009,0,7481,30045
1727144086,31725,1233,23009,0,7481,30045
1727144087,31725,1233,23010,0,7481,30045
1727144088,31725,1233,23010,0,7481,30046
1727144089,31725,1233,23010,0,7481,30045
1727144090,31725,1234,23009,0,7481,30045
1727144091,31725,1233,23010,0,7481,30046
1727144092,31725,1225,23018,0,7481,30054
1727144093,31725,1227,23016,0,7481,30052
