execution_number,workflow_id,workflow_folder_path,job_name,preference,assigned_resource,estimated_start,estimated_finish,upward_rank
1,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,create_dir_montage_0_local,performance,slot1@alpha,0.00,0.00,1127.64
2,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,stage_in_local_local_0_3,performance,slot1@alpha,0.00,0.00,1127.64
3,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,stage_in_local_local_0_10,performance,slot1@alpha,0.00,0.00,1127.64
4,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,stage_in_remote_local_0_1,performance,slot1@alpha,0.00,0.00,1127.64
5,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,stage_in_local_local_0_8,performance,slot1@alpha,0.00,0.00,1127.64
6,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,stage_in_local_local_0_1,performance,slot1@alpha,0.00,0.00,1127.64
7,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,stage_in_local_local_0_9,performance,slot1@alpha,0.00,0.00,1127.64
8,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,stage_in_local_local_0_4,performance,slot1@alpha,0.00,0.00,1127.64
9,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,stage_in_local_local_0_6,performance,slot1@alpha,0.00,0.00,1127.64
10,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,stage_in_local_local_0_7,performance,slot1@alpha,0.00,0.00,1127.64
11,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,stage_in_local_local_0_5,performance,slot1@alpha,0.00,0.00,1127.64
12,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,stage_in_remote_local_0_0,performance,slot1@alpha,0.00,0.00,1127.64
13,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,stage_in_local_local_0_0,performance,slot1@alpha,0.00,0.00,1127.64
14,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,stage_in_local_local_0_2,performance,slot1@alpha,0.00,0.00,1127.64
15,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000033,performance,slot1@alpha,0.00,599.75,1109.64
16,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0001449,performance,slot2@alpha,0.00,599.75,1109.64
17,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000008,performance,slot3@alpha,0.00,599.75,1109.64
18,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0001423,performance,slot4@alpha,0.00,599.75,1109.64
19,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0001437,performance,slot5@alpha,0.00,599.75,1109.64
20,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000710,performance,slot6@alpha,0.00,599.75,1109.64
21,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000001,performance,slot7@alpha,0.00,599.75,1109.64
22,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000031,performance,slot8@alpha,0.00,599.75,1109.64
23,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000743,performance,slot1@bravo,0.00,599.75,1109.64
24,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0001440,performance,slot2@bravo,0.00,599.75,1109.64
25,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000004,performance,slot3@bravo,0.00,599.75,1109.64
26,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000730,performance,slot4@bravo,0.00,599.75,1109.64
27,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0001430,performance,slot5@bravo,0.00,599.75,1109.64
28,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000713,performance,slot6@bravo,0.00,599.75,1109.64
29,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000711,performance,slot7@bravo,0.00,599.75,1109.64
30,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000029,performance,slot8@bravo,0.00,599.75,1109.64
31,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000741,performance,slot1@charlie,0.00,599.75,1109.64
32,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0001446,performance,slot2@charlie,0.00,599.75,1109.64
33,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0001431,performance,slot3@charlie,0.00,599.75,1109.64
34,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000012,performance,slot4@charlie,0.00,599.75,1109.64
35,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000022,performance,slot5@charlie,0.00,599.75,1109.64
36,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000015,performance,slot6@charlie,0.00,599.75,1109.64
37,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000026,performance,slot7@charlie,0.00,599.75,1109.64
38,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0001432,performance,slot8@charlie,0.00,599.75,1109.64
39,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000021,performance,slot1@delta,0.00,599.75,1109.64
40,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000035,performance,slot2@delta,0.00,599.75,1109.64
41,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0001433,performance,slot3@delta,0.00,599.75,1109.64
42,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000718,performance,slot4@delta,0.00,599.75,1109.64
43,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000735,performance,slot5@delta,0.00,599.75,1109.64
44,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0001444,performance,slot6@delta,0.00,599.75,1109.64
45,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0001428,performance,slot7@delta,0.00,599.75,1109.64
46,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000719,performance,slot8@delta,0.00,599.75,1109.64
47,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0001436,performance,slot1@echo,0.00,599.75,1109.64
48,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0001450,performance,slot2@echo,0.00,599.75,1109.64
49,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0001422,performance,slot3@echo,0.00,599.75,1109.64
50,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0001438,performance,slot4@echo,0.00,599.75,1109.64
51,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000733,performance,slot5@echo,0.00,599.75,1109.64
52,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000729,performance,slot6@echo,0.00,599.75,1109.64
53,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000712,performance,slot7@echo,0.00,599.75,1109.64
54,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000032,performance,slot8@echo,0.00,599.75,1109.64
55,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000014,performance,slot1@foxtrot,0.00,599.75,1109.64
56,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000717,performance,slot2@foxtrot,0.00,599.75,1109.64
57,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0001419,performance,slot3@foxtrot,0.00,599.75,1109.64
58,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0001416,performance,slot4@foxtrot,0.00,599.75,1109.64
59,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000736,performance,slot5@foxtrot,0.00,599.75,1109.64
60,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000740,performance,slot6@foxtrot,0.00,599.75,1109.64
61,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0001443,performance,slot7@foxtrot,0.00,599.75,1109.64
62,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000023,performance,slot8@foxtrot,0.00,599.75,1109.64
63,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0001429,performance,slot1@golf,0.00,599.75,1109.64
64,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000708,performance,slot2@golf,0.00,599.75,1109.64
65,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0001427,performance,slot3@golf,0.00,599.75,1109.64
66,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000734,performance,slot4@golf,0.00,599.75,1109.64
67,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000009,performance,slot5@golf,0.00,599.75,1109.64
68,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000722,performance,slot6@golf,0.00,599.75,1109.64
69,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000731,performance,slot7@golf,0.00,599.75,1109.64
70,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000005,performance,slot8@golf,0.00,599.75,1109.64
71,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000725,performance,slot1@hotel,0.00,599.75,1109.64
72,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000738,performance,slot2@hotel,0.00,599.75,1109.64
73,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0001448,performance,slot3@hotel,0.00,599.75,1109.64
74,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000720,performance,slot4@hotel,0.00,599.75,1109.64
75,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000724,performance,slot5@hotel,0.00,599.75,1109.64
76,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000007,performance,slot6@hotel,0.00,599.75,1109.64
77,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000024,performance,slot7@hotel,0.00,599.75,1109.64
78,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000715,performance,slot8@hotel,0.00,599.75,1109.64
79,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000716,performance,slot1@kilo,0.00,599.75,1109.64
80,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000727,performance,slot2@kilo,0.00,599.75,1109.64
81,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0001441,performance,slot3@kilo,0.00,599.75,1109.64
82,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000013,performance,slot4@kilo,0.00,599.75,1109.64
83,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000709,performance,slot5@kilo,0.00,599.75,1109.64
84,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000017,performance,slot6@kilo,0.00,599.75,1109.64
85,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000006,performance,slot7@kilo,0.00,599.75,1109.64
86,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0001434,performance,slot8@kilo,0.00,599.75,1109.64
87,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0001442,performance,slot1@lima,0.00,599.75,1109.64
88,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000732,performance,slot2@lima,0.00,599.75,1109.64
89,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0001439,performance,slot3@lima,0.00,599.75,1109.64
90,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000728,performance,slot4@lima,0.00,599.75,1109.64
91,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000010,performance,slot5@lima,0.00,599.75,1109.64
92,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000030,performance,slot6@lima,0.00,599.75,1109.64
93,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000726,performance,slot7@lima,0.00,599.75,1109.64
94,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000721,performance,slot8@lima,0.00,599.75,1109.64
95,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000011,performance,slot1@mike,0.00,599.75,1109.64
96,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0001424,performance,slot2@mike,0.00,599.75,1109.64
97,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0001417,performance,slot3@mike,0.00,599.75,1109.64
98,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000036,performance,slot4@mike,0.00,599.75,1109.64
99,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000027,performance,slot5@mike,0.00,599.75,1109.64
100,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000016,performance,slot6@mike,0.00,599.75,1109.64
101,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0001425,performance,slot7@mike,0.00,599.75,1109.64
102,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0001415,performance,slot8@mike,0.00,599.75,1109.64
103,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0001435,performance,slot1@november,0.00,599.75,1109.64
104,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000003,performance,slot2@november,0.00,599.75,1109.64
105,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000737,performance,slot3@november,0.00,599.75,1109.64
106,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000019,performance,slot4@november,0.00,599.75,1109.64
107,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0001421,performance,slot5@november,0.00,599.75,1109.64
108,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000723,performance,slot6@november,0.00,599.75,1109.64
109,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0001445,performance,slot7@november,0.00,599.75,1109.64
110,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0001420,performance,slot8@november,0.00,599.75,1109.64
111,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000714,performance,slot1@oscar,0.00,599.75,1109.64
112,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0001447,performance,slot2@oscar,0.00,599.75,1109.64
113,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000025,performance,slot3@oscar,0.00,599.75,1109.64
114,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000742,performance,slot4@oscar,0.00,599.75,1109.64
115,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000028,performance,slot5@oscar,0.00,599.75,1109.64
116,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000739,performance,slot6@oscar,0.00,599.75,1109.64
117,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000020,performance,slot7@oscar,0.00,599.75,1109.64
118,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000002,performance,slot8@oscar,0.00,599.75,1109.64
119,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0001418,performance,slot1@papa,0.00,599.75,1109.64
120,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000018,performance,slot2@papa,0.00,599.75,1109.64
121,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0001426,performance,slot3@papa,0.00,599.75,1109.64
122,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mProject_ID0000034,performance,slot4@papa,0.00,599.75,1109.64
123,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,stage_in_remote_local_1_2,performance,slot5@papa,0.00,0.00,509.89
124,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,stage_in_remote_local_1_0,performance,slot5@papa,0.00,0.00,509.89
125,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,stage_in_remote_local_1_1,performance,slot5@papa,0.00,0.00,509.89
126,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001066,performance,slot1@alpha,602.75,648.98,463.89
127,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001715,performance,slot2@alpha,602.75,648.98,463.89
128,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001756,performance,slot3@alpha,602.75,648.98,463.89
129,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001622,performance,slot4@alpha,602.75,648.98,463.89
130,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001358,performance,slot5@alpha,602.75,648.98,463.89
131,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000081,performance,slot6@alpha,602.75,648.98,463.89
132,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000451,performance,slot7@alpha,602.75,648.98,463.89
133,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000110,performance,slot8@alpha,602.75,648.98,463.89
134,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0002008,performance,slot1@bravo,602.75,648.98,463.89
135,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001985,performance,slot2@bravo,602.75,648.98,463.89
136,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000606,performance,slot3@bravo,602.75,648.98,463.89
