execution_number,dag_id,dag_path,job_name,job_type,job_path,preference,assigned_resource,estimated_start,estimated_finish,upward_rank
1,dag_4,run4/montage-0.dag,create_dir_montage_0_local,create,run4/create_dir_montage_0_local.sub,performance,slot1@alpha,0.00,0.00,1127.64
2,dag_4,run4/montage-0.dag,stage_in_local_local_0_0,stage,run4/stage_in_local_local_0_0.sub,performance,slot1@alpha,0.00,0.00,1127.64
3,dag_4,run4/montage-0.dag,stage_in_local_local_0_5,stage,run4/stage_in_local_local_0_5.sub,performance,slot1@alpha,0.00,0.00,1127.64
4,dag_4,run4/montage-0.dag,stage_in_local_local_0_7,stage,run4/stage_in_local_local_0_7.sub,performance,slot1@alpha,0.00,0.00,1127.64
5,dag_4,run4/montage-0.dag,stage_in_local_local_0_10,stage,run4/stage_in_local_local_0_10.sub,performance,slot1@alpha,0.00,0.00,1127.64
6,dag_4,run4/montage-0.dag,stage_in_local_local_0_1,stage,run4/stage_in_local_local_0_1.sub,performance,slot1@alpha,0.00,0.00,1127.64
7,dag_4,run4/montage-0.dag,stage_in_local_local_0_8,stage,run4/stage_in_local_local_0_8.sub,performance,slot1@alpha,0.00,0.00,1127.64
8,dag_4,run4/montage-0.dag,stage_in_local_local_0_4,stage,run4/stage_in_local_local_0_4.sub,performance,slot1@alpha,0.00,0.00,1127.64
9,dag_4,run4/montage-0.dag,stage_in_local_local_0_2,stage,run4/stage_in_local_local_0_2.sub,performance,slot1@alpha,0.00,0.00,1127.64
10,dag_4,run4/montage-0.dag,stage_in_local_local_0_6,stage,run4/stage_in_local_local_0_6.sub,performance,slot1@alpha,0.00,0.00,1127.64
11,dag_4,run4/montage-0.dag,stage_in_remote_local_0_0,stage,run4/stage_in_remote_local_0_0.sub,performance,slot1@alpha,0.00,0.00,1127.64
12,dag_4,run4/montage-0.dag,stage_in_local_local_0_9,stage,run4/stage_in_local_local_0_9.sub,performance,slot1@alpha,0.00,0.00,1127.64
13,dag_4,run4/montage-0.dag,stage_in_remote_local_0_1,stage,run4/stage_in_remote_local_0_1.sub,performance,slot1@alpha,0.00,0.00,1127.64
14,dag_4,run4/montage-0.dag,stage_in_local_local_0_3,stage,run4/stage_in_local_local_0_3.sub,performance,slot1@alpha,0.00,0.00,1127.64
15,dag_4,run4/montage-0.dag,mProject_ID0001437,mProject,run4/mProject_ID0001437.sub,performance,slot1@alpha,0.00,599.75,1109.64
16,dag_4,run4/montage-0.dag,mProject_ID0000019,mProject,run4/mProject_ID0000019.sub,performance,slot2@alpha,0.00,599.75,1109.64
17,dag_4,run4/montage-0.dag,mProject_ID0000014,mProject,run4/mProject_ID0000014.sub,performance,slot3@alpha,0.00,599.75,1109.64
18,dag_4,run4/montage-0.dag,mProject_ID0001441,mProject,run4/mProject_ID0001441.sub,performance,slot4@alpha,0.00,599.75,1109.64
19,dag_4,run4/montage-0.dag,mProject_ID0000030,mProject,run4/mProject_ID0000030.sub,performance,slot5@alpha,0.00,599.75,1109.64
20,dag_4,run4/montage-0.dag,mProject_ID0000708,mProject,run4/mProject_ID0000708.sub,performance,slot6@alpha,0.00,599.75,1109.64
21,dag_4,run4/montage-0.dag,mProject_ID0001445,mProject,run4/mProject_ID0001445.sub,performance,slot7@alpha,0.00,599.75,1109.64
22,dag_4,run4/montage-0.dag,mProject_ID0000023,mProject,run4/mProject_ID0000023.sub,performance,slot8@alpha,0.00,599.75,1109.64
23,dag_4,run4/montage-0.dag,mProject_ID0000018,mProject,run4/mProject_ID0000018.sub,performance,slot1@bravo,0.00,599.75,1109.64
24,dag_4,run4/montage-0.dag,mProject_ID0000712,mProject,run4/mProject_ID0000712.sub,performance,slot2@bravo,0.00,599.75,1109.64
25,dag_4,run4/montage-0.dag,mProject_ID0001417,mProject,run4/mProject_ID0001417.sub,performance,slot3@bravo,0.00,599.75,1109.64
26,dag_4,run4/montage-0.dag,mProject_ID0000710,mProject,run4/mProject_ID0000710.sub,performance,slot4@bravo,0.00,599.75,1109.64
27,dag_4,run4/montage-0.dag,mProject_ID0000740,mProject,run4/mProject_ID0000740.sub,performance,slot5@bravo,0.00,599.75,1109.64
28,dag_4,run4/montage-0.dag,mProject_ID0001431,mProject,run4/mProject_ID0001431.sub,performance,slot6@bravo,0.00,599.75,1109.64
29,dag_4,run4/montage-0.dag,mProject_ID0001449,mProject,run4/mProject_ID0001449.sub,performance,slot7@bravo,0.00,599.75,1109.64
30,dag_4,run4/montage-0.dag,mProject_ID0000729,mProject,run4/mProject_ID0000729.sub,performance,slot8@bravo,0.00,599.75,1109.64
31,dag_4,run4/montage-0.dag,mProject_ID0000737,mProject,run4/mProject_ID0000737.sub,performance,slot1@charlie,0.00,599.75,1109.64
32,dag_4,run4/montage-0.dag,mProject_ID0001424,mProject,run4/mProject_ID0001424.sub,performance,slot2@charlie,0.00,599.75,1109.64
33,dag_4,run4/montage-0.dag,mProject_ID0001434,mProject,run4/mProject_ID0001434.sub,performance,slot3@charlie,0.00,599.75,1109.64
34,dag_4,run4/montage-0.dag,mProject_ID0000026,mProject,run4/mProject_ID0000026.sub,performance,slot4@charlie,0.00,599.75,1109.64
35,dag_4,run4/montage-0.dag,mProject_ID0000732,mProject,run4/mProject_ID0000732.sub,performance,slot5@charlie,0.00,599.75,1109.64
36,dag_4,run4/montage-0.dag,mProject_ID0000013,mProject,run4/mProject_ID0000013.sub,performance,slot6@charlie,0.00,599.75,1109.64
37,dag_4,run4/montage-0.dag,mProject_ID0001450,mProject,run4/mProject_ID0001450.sub,performance,slot7@charlie,0.00,599.75,1109.64
38,dag_4,run4/montage-0.dag,mProject_ID0001443,mProject,run4/mProject_ID0001443.sub,performance,slot8@charlie,0.00,599.75,1109.64
39,dag_4,run4/montage-0.dag,mProject_ID0000715,mProject,run4/mProject_ID0000715.sub,performance,slot1@delta,0.00,599.75,1109.64
40,dag_4,run4/montage-0.dag,mProject_ID0000033,mProject,run4/mProject_ID0000033.sub,performance,slot2@delta,0.00,599.75,1109.64
41,dag_4,run4/montage-0.dag,mProject_ID0000738,mProject,run4/mProject_ID0000738.sub,performance,slot3@delta,0.00,599.75,1109.64
42,dag_4,run4/montage-0.dag,mProject_ID0000735,mProject,run4/mProject_ID0000735.sub,performance,slot4@delta,0.00,599.75,1109.64
43,dag_4,run4/montage-0.dag,mProject_ID0001427,mProject,run4/mProject_ID0001427.sub,performance,slot5@delta,0.00,599.75,1109.64
44,dag_4,run4/montage-0.dag,mProject_ID0000027,mProject,run4/mProject_ID0000027.sub,performance,slot6@delta,0.00,599.75,1109.64
45,dag_4,run4/montage-0.dag,mProject_ID0000020,mProject,run4/mProject_ID0000020.sub,performance,slot7@delta,0.00,599.75,1109.64
46,dag_4,run4/montage-0.dag,mProject_ID0001433,mProject,run4/mProject_ID0001433.sub,performance,slot8@delta,0.00,599.75,1109.64
47,dag_4,run4/montage-0.dag,mProject_ID0000017,mProject,run4/mProject_ID0000017.sub,performance,slot1@echo,0.00,599.75,1109.64
48,dag_4,run4/montage-0.dag,mProject_ID0000742,mProject,run4/mProject_ID0000742.sub,performance,slot2@echo,0.00,599.75,1109.64
49,dag_4,run4/montage-0.dag,mProject_ID0000709,mProject,run4/mProject_ID0000709.sub,performance,slot3@echo,0.00,599.75,1109.64
50,dag_4,run4/montage-0.dag,mProject_ID0000736,mProject,run4/mProject_ID0000736.sub,performance,slot4@echo,0.00,599.75,1109.64
51,dag_4,run4/montage-0.dag,mProject_ID0000711,mProject,run4/mProject_ID0000711.sub,performance,slot5@echo,0.00,599.75,1109.64
52,dag_4,run4/montage-0.dag,mProject_ID0000741,mProject,run4/mProject_ID0000741.sub,performance,slot6@echo,0.00,599.75,1109.64
53,dag_4,run4/montage-0.dag,mProject_ID0000015,mProject,run4/mProject_ID0000015.sub,performance,slot7@echo,0.00,599.75,1109.64
54,dag_4,run4/montage-0.dag,mProject_ID0000008,mProject,run4/mProject_ID0000008.sub,performance,slot8@echo,0.00,599.75,1109.64
55,dag_4,run4/montage-0.dag,mProject_ID0000730,mProject,run4/mProject_ID0000730.sub,performance,slot1@foxtrot,0.00,599.75,1109.64
56,dag_4,run4/montage-0.dag,mProject_ID0001444,mProject,run4/mProject_ID0001444.sub,performance,slot2@foxtrot,0.00,599.75,1109.64
57,dag_4,run4/montage-0.dag,mProject_ID0000011,mProject,run4/mProject_ID0000011.sub,performance,slot3@foxtrot,0.00,599.75,1109.64
58,dag_4,run4/montage-0.dag,mProject_ID0001435,mProject,run4/mProject_ID0001435.sub,performance,slot4@foxtrot,0.00,599.75,1109.64
59,dag_4,run4/montage-0.dag,mProject_ID0001446,mProject,run4/mProject_ID0001446.sub,performance,slot5@foxtrot,0.00,599.75,1109.64
60,dag_4,run4/montage-0.dag,mProject_ID0000028,mProject,run4/mProject_ID0000028.sub,performance,slot6@foxtrot,0.00,599.75,1109.64
61,dag_4,run4/montage-0.dag,mProject_ID0001418,mProject,run4/mProject_ID0001418.sub,performance,slot7@foxtrot,0.00,599.75,1109.64
62,dag_4,run4/montage-0.dag,mProject_ID0001421,mProject,run4/mProject_ID0001421.sub,performance,slot8@foxtrot,0.00,599.75,1109.64
63,dag_4,run4/montage-0.dag,mProject_ID0000743,mProject,run4/mProject_ID0000743.sub,performance,slot1@golf,0.00,599.75,1109.64
64,dag_4,run4/montage-0.dag,mProject_ID0000719,mProject,run4/mProject_ID0000719.sub,performance,slot2@golf,0.00,599.75,1109.64
65,dag_4,run4/montage-0.dag,mProject_ID0000727,mProject,run4/mProject_ID0000727.sub,performance,slot3@golf,0.00,599.75,1109.64
66,dag_4,run4/montage-0.dag,mProject_ID0000016,mProject,run4/mProject_ID0000016.sub,performance,slot4@golf,0.00,599.75,1109.64
67,dag_4,run4/montage-0.dag,mProject_ID0000003,mProject,run4/mProject_ID0000003.sub,performance,slot5@golf,0.00,599.75,1109.64
68,dag_4,run4/montage-0.dag,mProject_ID0000035,mProject,run4/mProject_ID0000035.sub,performance,slot6@golf,0.00,599.75,1109.64
69,dag_4,run4/montage-0.dag,mProject_ID0000007,mProject,run4/mProject_ID0000007.sub,performance,slot7@golf,0.00,599.75,1109.64
70,dag_4,run4/montage-0.dag,mProject_ID0001438,mProject,run4/mProject_ID0001438.sub,performance,slot8@golf,0.00,599.75,1109.64
71,dag_4,run4/montage-0.dag,mProject_ID0000717,mProject,run4/mProject_ID0000717.sub,performance,slot1@hotel,0.00,599.75,1109.64
72,dag_4,run4/montage-0.dag,mProject_ID0000733,mProject,run4/mProject_ID0000733.sub,performance,slot2@hotel,0.00,599.75,1109.64
73,dag_4,run4/montage-0.dag,mProject_ID0000004,mProject,run4/mProject_ID0000004.sub,performance,slot3@hotel,0.00,599.75,1109.64
74,dag_4,run4/montage-0.dag,mProject_ID0001423,mProject,run4/mProject_ID0001423.sub,performance,slot4@hotel,0.00,599.75,1109.64
75,dag_4,run4/montage-0.dag,mProject_ID0001422,mProject,run4/mProject_ID0001422.sub,performance,slot5@hotel,0.00,599.75,1109.64
76,dag_4,run4/montage-0.dag,mProject_ID0000031,mProject,run4/mProject_ID0000031.sub,performance,slot6@hotel,0.00,599.75,1109.64
77,dag_4,run4/montage-0.dag,mProject_ID0000721,mProject,run4/mProject_ID0000721.sub,performance,slot7@hotel,0.00,599.75,1109.64
78,dag_4,run4/montage-0.dag,mProject_ID0000731,mProject,run4/mProject_ID0000731.sub,performance,slot8@hotel,0.00,599.75,1109.64
79,dag_4,run4/montage-0.dag,mProject_ID0000032,mProject,run4/mProject_ID0000032.sub,performance,slot1@kilo,0.00,599.75,1109.64
80,dag_4,run4/montage-0.dag,mProject_ID0001420,mProject,run4/mProject_ID0001420.sub,performance,slot2@kilo,0.00,599.75,1109.64
81,dag_4,run4/montage-0.dag,mProject_ID0000006,mProject,run4/mProject_ID0000006.sub,performance,slot3@kilo,0.00,599.75,1109.64
82,dag_4,run4/montage-0.dag,mProject_ID0000025,mProject,run4/mProject_ID0000025.sub,performance,slot4@kilo,0.00,599.75,1109.64
83,dag_4,run4/montage-0.dag,mProject_ID0000722,mProject,run4/mProject_ID0000722.sub,performance,slot5@kilo,0.00,599.75,1109.64
84,dag_4,run4/montage-0.dag,mProject_ID0000724,mProject,run4/mProject_ID0000724.sub,performance,slot6@kilo,0.00,599.75,1109.64
85,dag_4,run4/montage-0.dag,mProject_ID0000005,mProject,run4/mProject_ID0000005.sub,performance,slot7@kilo,0.00,599.75,1109.64
86,dag_4,run4/montage-0.dag,mProject_ID0001432,mProject,run4/mProject_ID0001432.sub,performance,slot8@kilo,0.00,599.75,1109.64
87,dag_4,run4/montage-0.dag,mProject_ID0001426,mProject,run4/mProject_ID0001426.sub,performance,slot1@lima,0.00,599.75,1109.64
88,dag_4,run4/montage-0.dag,mProject_ID0000725,mProject,run4/mProject_ID0000725.sub,performance,slot2@lima,0.00,599.75,1109.64
89,dag_4,run4/montage-0.dag,mProject_ID0000716,mProject,run4/mProject_ID0000716.sub,performance,slot3@lima,0.00,599.75,1109.64
90,dag_4,run4/montage-0.dag,mProject_ID0000734,mProject,run4/mProject_ID0000734.sub,performance,slot4@lima,0.00,599.75,1109.64
91,dag_4,run4/montage-0.dag,mProject_ID0000021,mProject,run4/mProject_ID0000021.sub,performance,slot5@lima,0.00,599.75,1109.64
92,dag_4,run4/montage-0.dag,mProject_ID0001429,mProject,run4/mProject_ID0001429.sub,performance,slot6@lima,0.00,599.75,1109.64
93,dag_4,run4/montage-0.dag,mProject_ID0001436,mProject,run4/mProject_ID0001436.sub,performance,slot7@lima,0.00,599.75,1109.64
94,dag_4,run4/montage-0.dag,mProject_ID0000728,mProject,run4/mProject_ID0000728.sub,performance,slot8@lima,0.00,599.75,1109.64
95,dag_4,run4/montage-0.dag,mProject_ID0000739,mProject,run4/mProject_ID0000739.sub,performance,slot1@mike,0.00,599.75,1109.64
96,dag_4,run4/montage-0.dag,mProject_ID0001428,mProject,run4/mProject_ID0001428.sub,performance,slot2@mike,0.00,599.75,1109.64
97,dag_4,run4/montage-0.dag,mProject_ID0000024,mProject,run4/mProject_ID0000024.sub,performance,slot3@mike,0.00,599.75,1109.64
98,dag_4,run4/montage-0.dag,mProject_ID0001439,mProject,run4/mProject_ID0001439.sub,performance,slot4@mike,0.00,599.75,1109.64
99,dag_4,run4/montage-0.dag,mProject_ID0001430,mProject,run4/mProject_ID0001430.sub,performance,slot5@mike,0.00,599.75,1109.64
100,dag_4,run4/montage-0.dag,mProject_ID0000002,mProject,run4/mProject_ID0000002.sub,performance,slot6@mike,0.00,599.75,1109.64
101,dag_4,run4/montage-0.dag,mProject_ID0001440,mProject,run4/mProject_ID0001440.sub,performance,slot7@mike,0.00,599.75,1109.64
102,dag_4,run4/montage-0.dag,mProject_ID0000713,mProject,run4/mProject_ID0000713.sub,performance,slot8@mike,0.00,599.75,1109.64
103,dag_4,run4/montage-0.dag,mProject_ID0000022,mProject,run4/mProject_ID0000022.sub,performance,slot1@november,0.00,599.75,1109.64
104,dag_4,run4/montage-0.dag,mProject_ID0000718,mProject,run4/mProject_ID0000718.sub,performance,slot2@november,0.00,599.75,1109.64
105,dag_4,run4/montage-0.dag,mProject_ID0000009,mProject,run4/mProject_ID0000009.sub,performance,slot3@november,0.00,599.75,1109.64
106,dag_4,run4/montage-0.dag,mProject_ID0001448,mProject,run4/mProject_ID0001448.sub,performance,slot4@november,0.00,599.75,1109.64
107,dag_4,run4/montage-0.dag,mProject_ID0001442,mProject,run4/mProject_ID0001442.sub,performance,slot5@november,0.00,599.75,1109.64
108,dag_4,run4/montage-0.dag,mProject_ID0000720,mProject,run4/mProject_ID0000720.sub,performance,slot6@november,0.00,599.75,1109.64
109,dag_4,run4/montage-0.dag,mProject_ID0000001,mProject,run4/mProject_ID0000001.sub,performance,slot7@november,0.00,599.75,1109.64
110,dag_4,run4/montage-0.dag,mProject_ID0000029,mProject,run4/mProject_ID0000029.sub,performance,slot8@november,0.00,599.75,1109.64
111,dag_4,run4/montage-0.dag,mProject_ID0000012,mProject,run4/mProject_ID0000012.sub,performance,slot1@oscar,0.00,599.75,1109.64
112,dag_4,run4/montage-0.dag,mProject_ID0001416,mProject,run4/mProject_ID0001416.sub,performance,slot2@oscar,0.00,599.75,1109.64
113,dag_4,run4/montage-0.dag,mProject_ID0000726,mProject,run4/mProject_ID0000726.sub,performance,slot3@oscar,0.00,599.75,1109.64
114,dag_4,run4/montage-0.dag,mProject_ID0000036,mProject,run4/mProject_ID0000036.sub,performance,slot4@oscar,0.00,599.75,1109.64
115,dag_4,run4/montage-0.dag,mProject_ID0001415,mProject,run4/mProject_ID0001415.sub,performance,slot5@oscar,0.00,599.75,1109.64
116,dag_4,run4/montage-0.dag,mProject_ID0000010,mProject,run4/mProject_ID0000010.sub,performance,slot6@oscar,0.00,599.75,1109.64
117,dag_4,run4/montage-0.dag,mProject_ID0001447,mProject,run4/mProject_ID0001447.sub,performance,slot7@oscar,0.00,599.75,1109.64
118,dag_4,run4/montage-0.dag,mProject_ID0001419,mProject,run4/mProject_ID0001419.sub,performance,slot8@oscar,0.00,599.75,1109.64
119,dag_4,run4/montage-0.dag,mProject_ID0000714,mProject,run4/mProject_ID0000714.sub,performance,slot1@papa,0.00,599.75,1109.64
120,dag_4,run4/montage-0.dag,mProject_ID0000034,mProject,run4/mProject_ID0000034.sub,performance,slot2@papa,0.00,599.75,1109.64
121,dag_4,run4/montage-0.dag,mProject_ID0001425,mProject,run4/mProject_ID0001425.sub,performance,slot3@papa,0.00,599.75,1109.64
122,dag_4,run4/montage-0.dag,mProject_ID0000723,mProject,run4/mProject_ID0000723.sub,performance,slot4@papa,0.00,599.75,1109.64
123,dag_4,run4/montage-0.dag,stage_in_remote_local_1_0,stage,run4/stage_in_remote_local_1_0.sub,performance,slot5@papa,0.00,0.00,509.89
124,dag_4,run4/montage-0.dag,stage_in_remote_local_1_1,stage,run4/stage_in_remote_local_1_1.sub,performance,slot5@papa,0.00,0.00,509.89
125,dag_4,run4/montage-0.dag,stage_in_remote_local_1_2,stage,run4/stage_in_remote_local_1_2.sub,performance,slot5@papa,0.00,0.00,509.89
126,dag_4,run4/montage-0.dag,mDiffFit_ID0000974,mDiffFit,run4/mDiffFit_ID0000974.sub,performance,slot1@alpha,602.75,648.98,463.89
127,dag_4,run4/montage-0.dag,mDiffFit_ID0001840,mDiffFit,run4/mDiffFit_ID0001840.sub,performance,slot2@alpha,602.75,648.98,463.89
128,dag_4,run4/montage-0.dag,mDiffFit_ID0001275,mDiffFit,run4/mDiffFit_ID0001275.sub,performance,slot3@alpha,602.75,648.98,463.89
129,dag_4,run4/montage-0.dag,mDiffFit_ID0000418,mDiffFit,run4/mDiffFit_ID0000418.sub,performance,slot4@alpha,602.75,648.98,463.89
130,dag_4,run4/montage-0.dag,mDiffFit_ID0000920,mDiffFit,run4/mDiffFit_ID0000920.sub,performance,slot5@alpha,602.75,648.98,463.89
131,dag_4,run4/montage-0.dag,mDiffFit_ID0000895,mDiffFit,run4/mDiffFit_ID0000895.sub,performance,slot6@alpha,602.75,648.98,463.89
132,dag_4,run4/montage-0.dag,mDiffFit_ID0001516,mDiffFit,run4/mDiffFit_ID0001516.sub,performance,slot7@alpha,602.75,648.98,463.89
133,dag_4,run4/montage-0.dag,mDiffFit_ID0001860,mDiffFit,run4/mDiffFit_ID0001860.sub,performance,slot8@alpha,602.75,648.98,463.89
134,dag_4,run4/montage-0.dag,mDiffFit_ID0000258,mDiffFit,run4/mDiffFit_ID0000258.sub,performance,slot1@bravo,602.75,648.98,463.89
135,dag_4,run4/montage-0.dag,mDiffFit_ID0001242,mDiffFit,run4/mDiffFit_ID0001242.sub,performance,slot2@bravo,602.75,648.98,463.89
136,dag_4,run4/montage-0.dag,mDiffFit_ID0001831,mDiffFit,run4/mDiffFit_ID0001831.sub,performance,slot3@bravo,602.75,648.98,463.89
137,dag_4,run4/montage-0.dag,mDiffFit_ID0000398,mDiffFit,run4/mDiffFit_ID0000398.sub,performance,slot4@bravo,602.75,648.98,463.89
138,dag_4,run4/montage-0.dag,mDiffFit_ID0000463,mDiffFit,run4/mDiffFit_ID0000463.sub,performance,slot5@bravo,602.75,648.98,463.89
139,dag_4,run4/montage-0.dag,mDiffFit_ID0001140,mDiffFit,run4/mDiffFit_ID0001140.sub,performance,slot6@bravo,602.75,648.98,463.89
140,dag_4,run4/montage-0.dag,mDiffFit_ID0002001,mDiffFit,run4/mDiffFit_ID0002001.sub,performance,slot7@bravo,602.75,648.98,463.89
141,dag_4,run4/montage-0.dag,mDiffFit_ID0001338,mDiffFit,run4/mDiffFit_ID0001338.sub,performance,slot8@bravo,602.75,648.98,463.89
142,dag_4,run4/montage-0.dag,mDiffFit_ID0000557,mDiffFit,run4/mDiffFit_ID0000557.sub,performance,slot1@charlie,602.75,648.98,463.89
143,dag_4,run4/montage-0.dag,mDiffFit_ID0000286,mDiffFit,run4/mDiffFit_ID0000286.sub,performance,slot2@charlie,602.75,648.98,463.89
144,dag_4,run4/montage-0.dag,mDiffFit_ID0000844,mDiffFit,run4/mDiffFit_ID0000844.sub,performance,slot3@charlie,602.75,648.98,463.89
145,dag_4,run4/montage-0.dag,mDiffFit_ID0001610,mDiffFit,run4/mDiffFit_ID0001610.sub,performance,slot4@charlie,602.75,648.98,463.89
146,dag_4,run4/montage-0.dag,mDiffFit_ID0001319,mDiffFit,run4/mDiffFit_ID0001319.sub,performance,slot5@charlie,602.75,648.98,463.89
147,dag_4,run4/montage-0.dag,mDiffFit_ID0000586,mDiffFit,run4/mDiffFit_ID0000586.sub,performance,slot6@charlie,602.75,648.98,463.89
148,dag_4,run4/montage-0.dag,mDiffFit_ID0000962,mDiffFit,run4/mDiffFit_ID0000962.sub,performance,slot7@charlie,602.75,648.98,463.89
149,dag_4,run4/montage-0.dag,mDiffFit_ID0000353,mDiffFit,run4/mDiffFit_ID0000353.sub,performance,slot8@charlie,602.75,648.98,463.89
150,dag_4,run4/montage-0.dag,mDiffFit_ID0001607,mDiffFit,run4/mDiffFit_ID0001607.sub,performance,slot1@delta,602.75,648.98,463.89
151,dag_4,run4/montage-0.dag,mDiffFit_ID0002002,mDiffFit,run4/mDiffFit_ID0002002.sub,performance,slot2@delta,602.75,648.98,463.89
152,dag_4,run4/montage-0.dag,mDiffFit_ID0002050,mDiffFit,run4/mDiffFit_ID0002050.sub,performance,slot3@delta,602.75,648.98,463.89
153,dag_4,run4/montage-0.dag,mDiffFit_ID0000138,mDiffFit,run4/mDiffFit_ID0000138.sub,performance,slot4@delta,602.75,648.98,463.89
154,dag_4,run4/montage-0.dag,mDiffFit_ID0000821,mDiffFit,run4/mDiffFit_ID0000821.sub,performance,slot5@delta,602.75,648.98,463.89
155,dag_4,run4/montage-0.dag,mDiffFit_ID0001321,mDiffFit,run4/mDiffFit_ID0001321.sub,performance,slot6@delta,602.75,648.98,463.89
156,dag_4,run4/montage-0.dag,mDiffFit_ID0001762,mDiffFit,run4/mDiffFit_ID0001762.sub,performance,slot7@delta,602.75,648.98,463.89
157,dag_4,run4/montage-0.dag,mDiffFit_ID0000846,mDiffFit,run4/mDiffFit_ID0000846.sub,performance,slot8@delta,602.75,648.98,463.89
158,dag_4,run4/montage-0.dag,mDiffFit_ID0000623,mDiffFit,run4/mDiffFit_ID0000623.sub,performance,slot1@echo,602.75,648.98,463.89
159,dag_4,run4/montage-0.dag,mDiffFit_ID0001902,mDiffFit,run4/mDiffFit_ID0001902.sub,performance,slot2@echo,602.75,648.98,463.89
160,dag_4,run4/montage-0.dag,mDiffFit_ID0001052,mDiffFit,run4/mDiffFit_ID0001052.sub,performance,slot3@echo,602.75,648.98,463.89
161,dag_4,run4/montage-0.dag,mDiffFit_ID0001257,mDiffFit,run4/mDiffFit_ID0001257.sub,performance,slot4@echo,602.75,648.98,463.89
162,dag_4,run4/montage-0.dag,mDiffFit_ID0000810,mDiffFit,run4/mDiffFit_ID0000810.sub,performance,slot5@echo,602.75,648.98,463.89
163,dag_4,run4/montage-0.dag,mDiffFit_ID0001917,mDiffFit,run4/mDiffFit_ID0001917.sub,performance,slot6@echo,602.75,648.98,463.89
164,dag_4,run4/montage-0.dag,mDiffFit_ID0000296,mDiffFit,run4/mDiffFit_ID0000296.sub,performance,slot7@echo,602.75,648.98,463.89
165,dag_4,run4/montage-0.dag,mDiffFit_ID0001575,mDiffFit,run4/mDiffFit_ID0001575.sub,performance,slot8@echo,602.75,648.98,463.89
166,dag_4,run4/montage-0.dag,mDiffFit_ID0000651,mDiffFit,run4/mDiffFit_ID0000651.sub,performance,slot1@foxtrot,602.75,648.98,463.89
167,dag_4,run4/montage-0.dag,mDiffFit_ID0001079,mDiffFit,run4/mDiffFit_ID0001079.sub,performance,slot2@foxtrot,602.75,648.98,463.89
168,dag_4,run4/montage-0.dag,mDiffFit_ID0000983,mDiffFit,run4/mDiffFit_ID0000983.sub,performance,slot3@foxtrot,602.75,648.98,463.89
169,dag_4,run4/montage-0.dag,mDiffFit_ID0002000,mDiffFit,run4/mDiffFit_ID0002000.sub,performance,slot4@foxtrot,602.75,648.98,463.89
170,dag_4,run4/montage-0.dag,mDiffFit_ID0000423,mDiffFit,run4/mDiffFit_ID0000423.sub,performance,slot5@foxtrot,602.75,648.98,463.89
171,dag_4,run4/montage-0.dag,mDiffFit_ID0001229,mDiffFit,run4/mDiffFit_ID0001229.sub,performance,slot6@foxtrot,602.75,648.98,463.89
172,dag_4,run4/montage-0.dag,mDiffFit_ID0000569,mDiffFit,run4/mDiffFit_ID0000569.sub,performance,slot7@foxtrot,602.75,648.98,463.89
173,dag_4,run4/montage-0.dag,mDiffFit_ID0000188,mDiffFit,run4/mDiffFit_ID0000188.sub,performance,slot8@foxtrot,602.75,648.98,463.89
174,dag_4,run4/montage-0.dag,mDiffFit_ID0000834,mDiffFit,run4/mDiffFit_ID0000834.sub,performance,slot1@golf,602.75,648.98,463.89
175,dag_4,run4/montage-0.dag,mDiffFit_ID0000498,mDiffFit,run4/mDiffFit_ID0000498.sub,performance,slot2@golf,602.75,648.98,463.89
176,dag_4,run4/montage-0.dag,mDiffFit_ID0001300,mDiffFit,run4/mDiffFit_ID0001300.sub,performance,slot3@golf,602.75,648.98,463.89
177,dag_4,run4/montage-0.dag,mDiffFit_ID0000858,mDiffFit,run4/mDiffFit_ID0000858.sub,performance,slot4@golf,602.75,648.98,463.89
178,dag_4,run4/montage-0.dag,mDiffFit_ID0000443,mDiffFit,run4/mDiffFit_ID0000443.sub,performance,slot5@golf,602.75,648.98,463.89
179,dag_4,run4/montage-0.dag,mDiffFit_ID0001678,mDiffFit,run4/mDiffFit_ID0001678.sub,performance,slot6@golf,602.75,648.98,463.89
180,dag_4,run4/montage-0.dag,mDiffFit_ID0000927,mDiffFit,run4/mDiffFit_ID0000927.sub,performance,slot7@golf,602.75,648.98,463.89
181,dag_4,run4/montage-0.dag,mDiffFit_ID0000950,mDiffFit,run4/mDiffFit_ID0000950.sub,performance,slot8@golf,602.75,648.98,463.89
182,dag_4,run4/montage-0.dag,mDiffFit_ID0000323,mDiffFit,run4/mDiffFit_ID0000323.sub,performance,slot1@hotel,602.75,648.98,463.89
183,dag_4,run4/montage-0.dag,mDiffFit_ID0000803,mDiffFit,run4/mDiffFit_ID0000803.sub,performance,slot2@hotel,602.75,648.98,463.89
184,dag_4,run4/montage-0.dag,mDiffFit_ID0001156,mDiffFit,run4/mDiffFit_ID0001156.sub,performance,slot3@hotel,602.75,648.98,463.89
185,dag_4,run4/montage-0.dag,mDiffFit_ID0000316,mDiffFit,run4/mDiffFit_ID0000316.sub,performance,slot4@hotel,602.75,648.98,463.89
186,dag_4,run4/montage-0.dag,mDiffFit_ID0000773,mDiffFit,run4/mDiffFit_ID0000773.sub,performance,slot5@hotel,602.75,648.98,463.89
