execution_number,dag_id,dag_path,job_name,job_type,job_path,preference,assigned_resource,estimated_start,estimated_finish,upward_rank
1170,dag_4,run4/montage-0.dag,mDiffFit_ID0000956,mDiffFit,run4/mDiffFit_ID0000956.sub,performance,slot5@charlie,972.59,1018.82,463.89
1171,dag_4,run4/montage-0.dag,mDiffFit_ID0002018,mDiffFit,run4/mDiffFit_ID0002018.sub,performance,slot6@charlie,972.59,1018.82,463.89
1172,dag_4,run4/montage-0.dag,mDiffFit_ID0001660,mDiffFit,run4/mDiffFit_ID0001660.sub,performance,slot7@charlie,972.59,1018.82,463.89
1173,dag_4,run4/montage-0.dag,mDiffFit_ID0001342,mDiffFit,run4/mDiffFit_ID0001342.sub,performance,slot8@charlie,972.59,1018.82,463.89
1174,dag_4,run4/montage-0.dag,mDiffFit_ID0000340,mDiffFit,run4/mDiffFit_ID0000340.sub,performance,slot1@delta,972.59,1018.82,463.89
1175,dag_4,run4/montage-0.dag,mDiffFit_ID0001623,mDiffFit,run4/mDiffFit_ID0001623.sub,performance,slot2@delta,972.59,1018.82,463.89
1176,dag_4,run4/montage-0.dag,mDiffFit_ID0001280,mDiffFit,run4/mDiffFit_ID0001280.sub,performance,slot3@delta,972.59,1018.82,463.89
1177,dag_4,run4/montage-0.dag,mDiffFit_ID0000304,mDiffFit,run4/mDiffFit_ID0000304.sub,performance,slot4@delta,972.59,1018.82,463.89
1178,dag_4,run4/montage-0.dag,mDiffFit_ID0001587,mDiffFit,run4/mDiffFit_ID0001587.sub,performance,slot5@delta,972.59,1018.82,463.89
1179,dag_4,run4/montage-0.dag,mDiffFit_ID0001102,mDiffFit,run4/mDiffFit_ID0001102.sub,performance,slot6@delta,972.59,1018.82,463.89
1180,dag_4,run4/montage-0.dag,mDiffFit_ID0001760,mDiffFit,run4/mDiffFit_ID0001760.sub,performance,slot7@delta,972.59,1018.82,463.89
1181,dag_4,run4/montage-0.dag,mDiffFit_ID0000864,mDiffFit,run4/mDiffFit_ID0000864.sub,performance,slot8@delta,972.59,1018.82,463.89
1182,dag_4,run4/montage-0.dag,mDiffFit_ID0000996,mDiffFit,run4/mDiffFit_ID0000996.sub,performance,slot1@echo,972.59,1018.82,463.89
1183,dag_4,run4/montage-0.dag,mDiffFit_ID0000375,mDiffFit,run4/mDiffFit_ID0000375.sub,performance,slot2@echo,972.59,1018.82,463.89
1184,dag_4,run4/montage-0.dag,mDiffFit_ID0000063,mDiffFit,run4/mDiffFit_ID0000063.sub,performance,slot3@echo,972.59,1018.82,463.89
1185,dag_4,run4/montage-0.dag,mDiffFit_ID0000064,mDiffFit,run4/mDiffFit_ID0000064.sub,performance,slot4@echo,972.59,1018.82,463.89
1186,dag_4,run4/montage-0.dag,mDiffFit_ID0001690,mDiffFit,run4/mDiffFit_ID0001690.sub,performance,slot5@echo,972.59,1018.82,463.89
1187,dag_4,run4/montage-0.dag,mDiffFit_ID0000320,mDiffFit,run4/mDiffFit_ID0000320.sub,performance,slot6@echo,972.59,1018.82,463.89
1188,dag_4,run4/montage-0.dag,mDiffFit_ID0000091,mDiffFit,run4/mDiffFit_ID0000091.sub,performance,slot7@echo,972.59,1018.82,463.89
1189,dag_4,run4/montage-0.dag,mDiffFit_ID0001151,mDiffFit,run4/mDiffFit_ID0001151.sub,performance,slot8@echo,972.59,1018.82,463.89
1190,dag_4,run4/montage-0.dag,mDiffFit_ID0001368,mDiffFit,run4/mDiffFit_ID0001368.sub,performance,slot1@foxtrot,972.59,1018.82,463.89
1191,dag_4,run4/montage-0.dag,mDiffFit_ID0001077,mDiffFit,run4/mDiffFit_ID0001077.sub,performance,slot2@foxtrot,972.59,1018.82,463.89
1192,dag_4,run4/montage-0.dag,mDiffFit_ID0000189,mDiffFit,run4/mDiffFit_ID0000189.sub,performance,slot3@foxtrot,972.59,1018.82,463.89
1193,dag_4,run4/montage-0.dag,mDiffFit_ID0000900,mDiffFit,run4/mDiffFit_ID0000900.sub,performance,slot4@foxtrot,972.59,1018.82,463.89
1194,dag_4,run4/montage-0.dag,mDiffFit_ID0000218,mDiffFit,run4/mDiffFit_ID0000218.sub,performance,slot5@foxtrot,972.59,1018.82,463.89
1195,dag_4,run4/montage-0.dag,mDiffFit_ID0001968,mDiffFit,run4/mDiffFit_ID0001968.sub,performance,slot6@foxtrot,972.59,1018.82,463.89
1196,dag_4,run4/montage-0.dag,mDiffFit_ID0000198,mDiffFit,run4/mDiffFit_ID0000198.sub,performance,slot7@foxtrot,972.59,1018.82,463.89
1197,dag_4,run4/montage-0.dag,mDiffFit_ID0001699,mDiffFit,run4/mDiffFit_ID0001699.sub,performance,slot8@foxtrot,972.59,1018.82,463.89
1198,dag_4,run4/montage-0.dag,mDiffFit_ID0001451,mDiffFit,run4/mDiffFit_ID0001451.sub,performance,slot1@golf,972.59,1018.82,463.89
1199,dag_4,run4/montage-0.dag,mDiffFit_ID0001654,mDiffFit,run4/mDiffFit_ID0001654.sub,performance,slot2@golf,972.59,1018.82,463.89
1200,dag_4,run4/montage-0.dag,mDiffFit_ID0001605,mDiffFit,run4/mDiffFit_ID0001605.sub,performance,slot3@golf,972.59,1018.82,463.89
1201,dag_4,run4/montage-0.dag,mDiffFit_ID0000386,mDiffFit,run4/mDiffFit_ID0000386.sub,performance,slot4@golf,972.59,1018.82,463.89
1202,dag_4,run4/montage-0.dag,mDiffFit_ID0000339,mDiffFit,run4/mDiffFit_ID0000339.sub,performance,slot5@golf,972.59,1018.82,463.89
1203,dag_4,run4/montage-0.dag,mDiffFit_ID0001941,mDiffFit,run4/mDiffFit_ID0001941.sub,performance,slot6@golf,972.59,1018.82,463.89
1204,dag_4,run4/montage-0.dag,mDiffFit_ID0001353,mDiffFit,run4/mDiffFit_ID0001353.sub,performance,slot7@golf,972.59,1018.82,463.89
1205,dag_4,run4/montage-0.dag,mDiffFit_ID0001625,mDiffFit,run4/mDiffFit_ID0001625.sub,performance,slot8@golf,972.59,1018.82,463.89
1206,dag_4,run4/montage-0.dag,mDiffFit_ID0001209,mDiffFit,run4/mDiffFit_ID0001209.sub,performance,slot1@hotel,972.59,1018.82,463.89
1207,dag_4,run4/montage-0.dag,mDiffFit_ID0000130,mDiffFit,run4/mDiffFit_ID0000130.sub,performance,slot2@hotel,972.59,1018.82,463.89
1208,dag_4,run4/montage-0.dag,mDiffFit_ID0001192,mDiffFit,run4/mDiffFit_ID0001192.sub,performance,slot3@hotel,972.59,1018.82,463.89
1209,dag_4,run4/montage-0.dag,mDiffFit_ID0001669,mDiffFit,run4/mDiffFit_ID0001669.sub,performance,slot4@hotel,972.59,1018.82,463.89
1210,dag_4,run4/montage-0.dag,mDiffFit_ID0001717,mDiffFit,run4/mDiffFit_ID0001717.sub,performance,slot5@hotel,972.59,1018.82,463.89
1211,dag_4,run4/montage-0.dag,mDiffFit_ID0001997,mDiffFit,run4/mDiffFit_ID0001997.sub,performance,slot6@hotel,972.59,1018.82,463.89
1212,dag_4,run4/montage-0.dag,mDiffFit_ID0000746,mDiffFit,run4/mDiffFit_ID0000746.sub,performance,slot7@hotel,972.59,1018.82,463.89
1213,dag_4,run4/montage-0.dag,mDiffFit_ID0001112,mDiffFit,run4/mDiffFit_ID0001112.sub,performance,slot8@hotel,972.59,1018.82,463.89
1214,dag_4,run4/montage-0.dag,mDiffFit_ID0000626,mDiffFit,run4/mDiffFit_ID0000626.sub,performance,slot1@kilo,972.59,1018.82,463.89
1215,dag_4,run4/montage-0.dag,mDiffFit_ID0000646,mDiffFit,run4/mDiffFit_ID0000646.sub,performance,slot2@kilo,972.59,1018.82,463.89
1216,dag_4,run4/montage-0.dag,mDiffFit_ID0001511,mDiffFit,run4/mDiffFit_ID0001511.sub,performance,slot3@kilo,972.59,1018.82,463.89
1217,dag_4,run4/montage-0.dag,mDiffFit_ID0000051,mDiffFit,run4/mDiffFit_ID0000051.sub,performance,slot4@kilo,972.59,1018.82,463.89
1218,dag_4,run4/montage-0.dag,mDiffFit_ID0001309,mDiffFit,run4/mDiffFit_ID0001309.sub,performance,slot5@kilo,972.59,1018.82,463.89
1219,dag_4,run4/montage-0.dag,mDiffFit_ID0001568,mDiffFit,run4/mDiffFit_ID0001568.sub,performance,slot6@kilo,972.59,1018.82,463.89
1220,dag_4,run4/montage-0.dag,mDiffFit_ID0001307,mDiffFit,run4/mDiffFit_ID0001307.sub,performance,slot7@kilo,972.59,1018.82,463.89
1221,dag_4,run4/montage-0.dag,mDiffFit_ID0000959,mDiffFit,run4/mDiffFit_ID0000959.sub,performance,slot8@kilo,972.59,1018.82,463.89
1222,dag_4,run4/montage-0.dag,mDiffFit_ID0001072,mDiffFit,run4/mDiffFit_ID0001072.sub,performance,slot1@lima,972.59,1018.82,463.89
1223,dag_4,run4/montage-0.dag,mDiffFit_ID0002005,mDiffFit,run4/mDiffFit_ID0002005.sub,performance,slot2@lima,972.59,1018.82,463.89
1224,dag_4,run4/montage-0.dag,mDiffFit_ID0000840,mDiffFit,run4/mDiffFit_ID0000840.sub,performance,slot3@lima,972.59,1018.82,463.89
1225,dag_4,run4/montage-0.dag,mDiffFit_ID0001849,mDiffFit,run4/mDiffFit_ID0001849.sub,performance,slot4@lima,972.59,1018.82,463.89
1226,dag_4,run4/montage-0.dag,mDiffFit_ID0000644,mDiffFit,run4/mDiffFit_ID0000644.sub,performance,slot5@lima,972.59,1018.82,463.89
1227,dag_4,run4/montage-0.dag,mDiffFit_ID0001580,mDiffFit,run4/mDiffFit_ID0001580.sub,performance,slot6@lima,972.59,1018.82,463.89
1228,dag_4,run4/montage-0.dag,mDiffFit_ID0000363,mDiffFit,run4/mDiffFit_ID0000363.sub,performance,slot7@lima,972.59,1018.82,463.89
1229,dag_4,run4/montage-0.dag,mDiffFit_ID0000509,mDiffFit,run4/mDiffFit_ID0000509.sub,performance,slot8@lima,972.59,1018.82,463.89
1230,dag_4,run4/montage-0.dag,mDiffFit_ID0000785,mDiffFit,run4/mDiffFit_ID0000785.sub,performance,slot1@mike,972.59,1018.82,463.89
1231,dag_4,run4/montage-0.dag,mDiffFit_ID0000865,mDiffFit,run4/mDiffFit_ID0000865.sub,performance,slot2@mike,972.59,1018.82,463.89
1232,dag_4,run4/montage-0.dag,mDiffFit_ID0000976,mDiffFit,run4/mDiffFit_ID0000976.sub,performance,slot3@mike,972.59,1018.82,463.89
1233,dag_4,run4/montage-0.dag,mDiffFit_ID0001168,mDiffFit,run4/mDiffFit_ID0001168.sub,performance,slot4@mike,972.59,1018.82,463.89
1234,dag_4,run4/montage-0.dag,mDiffFit_ID0001673,mDiffFit,run4/mDiffFit_ID0001673.sub,performance,slot5@mike,972.59,1018.82,463.89
1235,dag_4,run4/montage-0.dag,mDiffFit_ID0000467,mDiffFit,run4/mDiffFit_ID0000467.sub,performance,slot6@mike,972.59,1018.82,463.89
1236,dag_4,run4/montage-0.dag,mDiffFit_ID0000610,mDiffFit,run4/mDiffFit_ID0000610.sub,performance,slot7@mike,972.59,1018.82,463.89
1237,dag_4,run4/montage-0.dag,mDiffFit_ID0001885,mDiffFit,run4/mDiffFit_ID0001885.sub,performance,slot8@mike,972.59,1018.82,463.89
1238,dag_4,run4/montage-0.dag,mDiffFit_ID0001555,mDiffFit,run4/mDiffFit_ID0001555.sub,performance,slot1@november,972.59,1018.82,463.89
1239,dag_4,run4/montage-0.dag,mDiffFit_ID0000220,mDiffFit,run4/mDiffFit_ID0000220.sub,performance,slot2@november,972.59,1018.82,463.89
1240,dag_4,run4/montage-0.dag,mDiffFit_ID0001171,mDiffFit,run4/mDiffFit_ID0001171.sub,performance,slot3@november,972.59,1018.82,463.89
1241,dag_4,run4/montage-0.dag,mDiffFit_ID0002037,mDiffFit,run4/mDiffFit_ID0002037.sub,performance,slot4@november,972.59,1018.82,463.89
1242,dag_4,run4/montage-0.dag,mDiffFit_ID0001119,mDiffFit,run4/mDiffFit_ID0001119.sub,performance,slot5@november,972.59,1018.82,463.89
1243,dag_4,run4/montage-0.dag,mDiffFit_ID0001047,mDiffFit,run4/mDiffFit_ID0001047.sub,performance,slot6@november,972.59,1018.82,463.89
1244,dag_4,run4/montage-0.dag,mDiffFit_ID0000380,mDiffFit,run4/mDiffFit_ID0000380.sub,performance,slot7@november,972.59,1018.82,463.89
1245,dag_4,run4/montage-0.dag,mDiffFit_ID0000986,mDiffFit,run4/mDiffFit_ID0000986.sub,performance,slot8@november,972.59,1018.82,463.89
1246,dag_4,run4/montage-0.dag,mDiffFit_ID0001344,mDiffFit,run4/mDiffFit_ID0001344.sub,performance,slot1@oscar,972.59,1018.82,463.89
1247,dag_4,run4/montage-0.dag,mDiffFit_ID0001113,mDiffFit,run4/mDiffFit_ID0001113.sub,performance,slot2@oscar,972.59,1018.82,463.89
1248,dag_4,run4/montage-0.dag,mDiffFit_ID0000989,mDiffFit,run4/mDiffFit_ID0000989.sub,performance,slot3@oscar,972.59,1018.82,463.89
1249,dag_4,run4/montage-0.dag,mDiffFit_ID0000625,mDiffFit,run4/mDiffFit_ID0000625.sub,performance,slot4@oscar,972.59,1018.82,463.89
1250,dag_4,run4/montage-0.dag,mDiffFit_ID0000263,mDiffFit,run4/mDiffFit_ID0000263.sub,performance,slot5@oscar,972.59,1018.82,463.89
1251,dag_4,run4/montage-0.dag,mDiffFit_ID0000215,mDiffFit,run4/mDiffFit_ID0000215.sub,performance,slot6@oscar,972.59,1018.82,463.89
1252,dag_4,run4/montage-0.dag,mDiffFit_ID0000199,mDiffFit,run4/mDiffFit_ID0000199.sub,performance,slot7@oscar,972.59,1018.82,463.89
1253,dag_4,run4/montage-0.dag,mDiffFit_ID0001370,mDiffFit,run4/mDiffFit_ID0001370.sub,performance,slot8@oscar,972.59,1018.82,463.89
1254,dag_4,run4/montage-0.dag,mDiffFit_ID0000256,mDiffFit,run4/mDiffFit_ID0000256.sub,performance,slot1@papa,972.59,1018.82,463.89
1255,dag_4,run4/montage-0.dag,mDiffFit_ID0001839,mDiffFit,run4/mDiffFit_ID0001839.sub,performance,slot2@papa,972.59,1018.82,463.89
1256,dag_4,run4/montage-0.dag,mDiffFit_ID0000068,mDiffFit,run4/mDiffFit_ID0000068.sub,performance,slot3@papa,972.59,1018.82,463.89
1257,dag_4,run4/montage-0.dag,mDiffFit_ID0001457,mDiffFit,run4/mDiffFit_ID0001457.sub,performance,slot4@papa,972.59,1018.82,463.89
1258,dag_4,run4/montage-0.dag,mDiffFit_ID0001901,mDiffFit,run4/mDiffFit_ID0001901.sub,performance,slot5@papa,972.59,1018.82,463.89
1259,dag_4,run4/montage-0.dag,mDiffFit_ID0002042,mDiffFit,run4/mDiffFit_ID0002042.sub,performance,slot6@papa,972.59,1018.82,463.89
1260,dag_4,run4/montage-0.dag,mDiffFit_ID0000597,mDiffFit,run4/mDiffFit_ID0000597.sub,performance,slot7@papa,972.59,1018.82,463.89
1261,dag_4,run4/montage-0.dag,mDiffFit_ID0000984,mDiffFit,run4/mDiffFit_ID0000984.sub,performance,slot8@papa,972.59,1018.82,463.89
1262,dag_4,run4/montage-0.dag,mDiffFit_ID0001181,mDiffFit,run4/mDiffFit_ID0001181.sub,performance,slot1@quebec,972.59,1018.82,463.89
1263,dag_4,run4/montage-0.dag,mDiffFit_ID0001597,mDiffFit,run4/mDiffFit_ID0001597.sub,performance,slot2@quebec,972.59,1018.82,463.89
1264,dag_4,run4/montage-0.dag,mDiffFit_ID0002007,mDiffFit,run4/mDiffFit_ID0002007.sub,performance,slot3@quebec,972.59,1018.82,463.89
1265,dag_4,run4/montage-0.dag,mDiffFit_ID0000632,mDiffFit,run4/mDiffFit_ID0000632.sub,performance,slot4@quebec,972.59,1018.82,463.89
1266,dag_4,run4/montage-0.dag,mDiffFit_ID0001719,mDiffFit,run4/mDiffFit_ID0001719.sub,performance,slot5@quebec,972.59,1018.82,463.89
1267,dag_4,run4/montage-0.dag,mDiffFit_ID0000658,mDiffFit,run4/mDiffFit_ID0000658.sub,performance,slot6@quebec,972.59,1018.82,463.89
1268,dag_4,run4/montage-0.dag,mDiffFit_ID0001126,mDiffFit,run4/mDiffFit_ID0001126.sub,performance,slot7@quebec,972.59,1018.82,463.89
1269,dag_4,run4/montage-0.dag,mDiffFit_ID0001628,mDiffFit,run4/mDiffFit_ID0001628.sub,performance,slot8@quebec,972.59,1018.82,463.89
1270,dag_4,run4/montage-0.dag,mDiffFit_ID0001315,mDiffFit,run4/mDiffFit_ID0001315.sub,performance,slot1@romeo,972.59,1018.82,463.89
1271,dag_4,run4/montage-0.dag,mDiffFit_ID0000767,mDiffFit,run4/mDiffFit_ID0000767.sub,performance,slot2@romeo,972.59,1018.82,463.89
1272,dag_4,run4/montage-0.dag,mDiffFit_ID0001759,mDiffFit,run4/mDiffFit_ID0001759.sub,performance,slot3@romeo,972.59,1018.82,463.89
1273,dag_4,run4/montage-0.dag,mDiffFit_ID0000399,mDiffFit,run4/mDiffFit_ID0000399.sub,performance,slot4@romeo,972.59,1018.82,463.89
1274,dag_4,run4/montage-0.dag,mDiffFit_ID0002073,mDiffFit,run4/mDiffFit_ID0002073.sub,performance,slot5@romeo,972.59,1018.82,463.89
1275,dag_4,run4/montage-0.dag,mDiffFit_ID0001285,mDiffFit,run4/mDiffFit_ID0001285.sub,performance,slot6@romeo,972.59,1018.82,463.89
1276,dag_4,run4/montage-0.dag,mDiffFit_ID0001593,mDiffFit,run4/mDiffFit_ID0001593.sub,performance,slot7@romeo,972.59,1018.82,463.89
1277,dag_4,run4/montage-0.dag,mDiffFit_ID0000361,mDiffFit,run4/mDiffFit_ID0000361.sub,performance,slot8@romeo,972.59,1018.82,463.89
1278,dag_4,run4/montage-0.dag,mDiffFit_ID0000836,mDiffFit,run4/mDiffFit_ID0000836.sub,performance,slot1@alpha,1018.82,1065.05,463.89
1279,dag_4,run4/montage-0.dag,mDiffFit_ID0001929,mDiffFit,run4/mDiffFit_ID0001929.sub,performance,slot2@alpha,1018.82,1065.05,463.89
1280,dag_4,run4/montage-0.dag,mDiffFit_ID0001088,mDiffFit,run4/mDiffFit_ID0001088.sub,performance,slot3@alpha,1018.82,1065.05,463.89
1281,dag_4,run4/montage-0.dag,mDiffFit_ID0001783,mDiffFit,run4/mDiffFit_ID0001783.sub,performance,slot4@alpha,1018.82,1065.05,463.89
1282,dag_4,run4/montage-0.dag,mDiffFit_ID0000915,mDiffFit,run4/mDiffFit_ID0000915.sub,performance,slot5@alpha,1018.82,1065.05,463.89
1283,dag_4,run4/montage-0.dag,mDiffFit_ID0000930,mDiffFit,run4/mDiffFit_ID0000930.sub,performance,slot6@alpha,1018.82,1065.05,463.89
1284,dag_4,run4/montage-0.dag,mDiffFit_ID0001332,mDiffFit,run4/mDiffFit_ID0001332.sub,performance,slot7@alpha,1018.82,1065.05,463.89
1285,dag_4,run4/montage-0.dag,mDiffFit_ID0000158,mDiffFit,run4/mDiffFit_ID0000158.sub,performance,slot8@alpha,1018.82,1065.05,463.89
1286,dag_4,run4/montage-0.dag,mDiffFit_ID0000809,mDiffFit,run4/mDiffFit_ID0000809.sub,performance,slot1@bravo,1018.82,1065.05,463.89
1287,dag_4,run4/montage-0.dag,mDiffFit_ID0000541,mDiffFit,run4/mDiffFit_ID0000541.sub,performance,slot2@bravo,1018.82,1065.05,463.89
1288,dag_4,run4/montage-0.dag,mDiffFit_ID0000769,mDiffFit,run4/mDiffFit_ID0000769.sub,performance,slot3@bravo,1018.82,1065.05,463.89
1289,dag_4,run4/montage-0.dag,mDiffFit_ID0001157,mDiffFit,run4/mDiffFit_ID0001157.sub,performance,slot4@bravo,1018.82,1065.05,463.89
1290,dag_4,run4/montage-0.dag,mDiffFit_ID0001878,mDiffFit,run4/mDiffFit_ID0001878.sub,performance,slot5@bravo,1018.82,1065.05,463.89
1291,dag_4,run4/montage-0.dag,mDiffFit_ID0001679,mDiffFit,run4/mDiffFit_ID0001679.sub,performance,slot6@bravo,1018.82,1065.05,463.89
1292,dag_4,run4/montage-0.dag,mDiffFit_ID0000337,mDiffFit,run4/mDiffFit_ID0000337.sub,performance,slot7@bravo,1018.82,1065.05,463.89
1293,dag_4,run4/montage-0.dag,mDiffFit_ID0000645,mDiffFit,run4/mDiffFit_ID0000645.sub,performance,slot8@bravo,1018.82,1065.05,463.89
1294,dag_4,run4/montage-0.dag,mDiffFit_ID0000491,mDiffFit,run4/mDiffFit_ID0000491.sub,performance,slot1@charlie,1018.82,1065.05,463.89
1295,dag_4,run4/montage-0.dag,mDiffFit_ID0001992,mDiffFit,run4/mDiffFit_ID0001992.sub,performance,slot2@charlie,1018.82,1065.05,463.89
1296,dag_4,run4/montage-0.dag,mDiffFit_ID0001488,mDiffFit,run4/mDiffFit_ID0001488.sub,performance,slot3@charlie,1018.82,1065.05,463.89
1297,dag_4,run4/montage-0.dag,mDiffFit_ID0000603,mDiffFit,run4/mDiffFit_ID0000603.sub,performance,slot4@charlie,1018.82,1065.05,463.89
1298,dag_4,run4/montage-0.dag,mDiffFit_ID0001546,mDiffFit,run4/mDiffFit_ID0001546.sub,performance,slot5@charlie,1018.82,1065.05,463.89
1299,dag_4,run4/montage-0.dag,mDiffFit_ID0000066,mDiffFit,run4/mDiffFit_ID0000066.sub,performance,slot6@charlie,1018.82,1065.05,463.89
1300,dag_4,run4/montage-0.dag,mDiffFit_ID0000869,mDiffFit,run4/mDiffFit_ID0000869.sub,performance,slot7@charlie,1018.82,1065.05,463.89
1301,dag_4,run4/montage-0.dag,mDiffFit_ID0000819,mDiffFit,run4/mDiffFit_ID0000819.sub,performance,slot8@charlie,1018.82,1065.05,463.89
1302,dag_4,run4/montage-0.dag,mDiffFit_ID0001011,mDiffFit,run4/mDiffFit_ID0001011.sub,performance,slot1@delta,1018.82,1065.05,463.89
1303,dag_4,run4/montage-0.dag,mDiffFit_ID0001744,mDiffFit,run4/mDiffFit_ID0001744.sub,performance,slot2@delta,1018.82,1065.05,463.89
1304,dag_4,run4/montage-0.dag,mDiffFit_ID0001318,mDiffFit,run4/mDiffFit_ID0001318.sub,performance,slot3@delta,1018.82,1065.05,463.89
1305,dag_4,run4/montage-0.dag,mDiffFit_ID0000210,mDiffFit,run4/mDiffFit_ID0000210.sub,performance,slot4@delta,1018.82,1065.05,463.89
1306,dag_4,run4/montage-0.dag,mDiffFit_ID0000247,mDiffFit,run4/mDiffFit_ID0000247.sub,performance,slot5@delta,1018.82,1065.05,463.89
1307,dag_4,run4/montage-0.dag,mDiffFit_ID0000101,mDiffFit,run4/mDiffFit_ID0000101.sub,performance,slot6@delta,1018.82,1065.05,463.89
1308,dag_4,run4/montage-0.dag,mDiffFit_ID0000255,mDiffFit,run4/mDiffFit_ID0000255.sub,performance,slot7@delta,1018.82,1065.05,463.89
1309,dag_4,run4/montage-0.dag,mDiffFit_ID0001790,mDiffFit,run4/mDiffFit_ID0001790.sub,performance,slot8@delta,1018.82,1065.05,463.89
1310,dag_4,run4/montage-0.dag,mDiffFit_ID0002053,mDiffFit,run4/mDiffFit_ID0002053.sub,performance,slot1@echo,1018.82,1065.05,463.89
1311,dag_4,run4/montage-0.dag,mDiffFit_ID0000176,mDiffFit,run4/mDiffFit_ID0000176.sub,performance,slot2@echo,1018.82,1065.05,463.89
1312,dag_4,run4/montage-0.dag,mDiffFit_ID0000203,mDiffFit,run4/mDiffFit_ID0000203.sub,performance,slot3@echo,1018.82,1065.05,463.89
1313,dag_4,run4/montage-0.dag,mDiffFit_ID0000555,mDiffFit,run4/mDiffFit_ID0000555.sub,performance,slot4@echo,1018.82,1065.05,463.89
1314,dag_4,run4/montage-0.dag,mDiffFit_ID0001975,mDiffFit,run4/mDiffFit_ID0001975.sub,performance,slot5@echo,1018.82,1065.05,463.89
1315,dag_4,run4/montage-0.dag,mDiffFit_ID0000085,mDiffFit,run4/mDiffFit_ID0000085.sub,performance,slot6@echo,1018.82,1065.05,463.89
1316,dag_4,run4/montage-0.dag,mDiffFit_ID0000161,mDiffFit,run4/mDiffFit_ID0000161.sub,performance,slot7@echo,1018.82,1065.05,463.89
1317,dag_4,run4/montage-0.dag,mDiffFit_ID0001014,mDiffFit,run4/mDiffFit_ID0001014.sub,performance,slot8@echo,1018.82,1065.05,463.89
1318,dag_4,run4/montage-0.dag,mDiffFit_ID0000963,mDiffFit,run4/mDiffFit_ID0000963.sub,performance,slot1@foxtrot,1018.82,1065.05,463.89
1319,dag_4,run4/montage-0.dag,mDiffFit_ID0001633,mDiffFit,run4/mDiffFit_ID0001633.sub,performance,slot2@foxtrot,1018.82,1065.05,463.89
1320,dag_4,run4/montage-0.dag,mDiffFit_ID0000587,mDiffFit,run4/mDiffFit_ID0000587.sub,performance,slot3@foxtrot,1018.82,1065.05,463.89
1321,dag_4,run4/montage-0.dag,mDiffFit_ID0000379,mDiffFit,run4/mDiffFit_ID0000379.sub,performance,slot4@foxtrot,1018.82,1065.05,463.89
1322,dag_4,run4/montage-0.dag,mDiffFit_ID0000508,mDiffFit,run4/mDiffFit_ID0000508.sub,performance,slot5@foxtrot,1018.82,1065.05,463.89
1323,dag_4,run4/montage-0.dag,mDiffFit_ID0000095,mDiffFit,run4/mDiffFit_ID0000095.sub,performance,slot6@foxtrot,1018.82,1065.05,463.89
1324,dag_4,run4/montage-0.dag,mDiffFit_ID0000790,mDiffFit,run4/mDiffFit_ID0000790.sub,performance,slot7@foxtrot,1018.82,1065.05,463.89
1325,dag_4,run4/montage-0.dag,mDiffFit_ID0001940,mDiffFit,run4/mDiffFit_ID0001940.sub,performance,slot8@foxtrot,1018.82,1065.05,463.89
1326,dag_4,run4/montage-0.dag,mDiffFit_ID0000415,mDiffFit,run4/mDiffFit_ID0000415.sub,performance,slot1@golf,1018.82,1065.05,463.89
1327,dag_4,run4/montage-0.dag,mDiffFit_ID0000081,mDiffFit,run4/mDiffFit_ID0000081.sub,performance,slot2@golf,1018.82,1065.05,463.89
1328,dag_4,run4/montage-0.dag,mDiffFit_ID0000596,mDiffFit,run4/mDiffFit_ID0000596.sub,performance,slot3@golf,1018.82,1065.05,463.89
1329,dag_4,run4/montage-0.dag,mDiffFit_ID0000155,mDiffFit,run4/mDiffFit_ID0000155.sub,performance,slot4@golf,1018.82,1065.05,463.89
1330,dag_4,run4/montage-0.dag,mDiffFit_ID0001720,mDiffFit,run4/mDiffFit_ID0001720.sub,performance,slot5@golf,1018.82,1065.05,463.89
1331,dag_4,run4/montage-0.dag,mDiffFit_ID0000533,mDiffFit,run4/mDiffFit_ID0000533.sub,performance,slot6@golf,1018.82,1065.05,463.89
1332,dag_4,run4/montage-0.dag,mDiffFit_ID0000876,mDiffFit,run4/mDiffFit_ID0000876.sub,performance,slot7@golf,1018.82,1065.05,463.89
1333,dag_4,run4/montage-0.dag,mDiffFit_ID0000888,mDiffFit,run4/mDiffFit_ID0000888.sub,performance,slot8@golf,1018.82,1065.05,463.89
1334,dag_4,run4/montage-0.dag,mDiffFit_ID0000324,mDiffFit,run4/mDiffFit_ID0000324.sub,performance,slot1@hotel,1018.82,1065.05,463.89
1335,dag_4,run4/montage-0.dag,mDiffFit_ID0000772,mDiffFit,run4/mDiffFit_ID0000772.sub,performance,slot2@hotel,1018.82,1065.05,463.89
1336,dag_4,run4/montage-0.dag,mDiffFit_ID0000119,mDiffFit,run4/mDiffFit_ID0000119.sub,performance,slot3@hotel,1018.82,1065.05,463.89
1337,dag_4,run4/montage-0.dag,mDiffFit_ID0001259,mDiffFit,run4/mDiffFit_ID0001259.sub,performance,slot4@hotel,1018.82,1065.05,463.89
1338,dag_4,run4/montage-0.dag,mDiffFit_ID0001775,mDiffFit,run4/mDiffFit_ID0001775.sub,performance,slot5@hotel,1018.82,1065.05,463.89
