Timestamp,Total,Owner,Claimed,Unclaimed,Matched,Preempting,Backfill,Drain
1742812619,128,0,0,128,0,0,0,0
1742812620,128,0,0,128,0,0,0,0
1742812621,128,0,0,128,0,0,0,0
1742812622,128,0,0,128,0,0,0,0
1742812623,128,0,0,128,0,0,0,0
1742812624,128,0,0,128,0,0,0,0
1742812625,128,0,0,128,0,0,0,0
1742812626,128,0,0,128,0,0,0,0
1742812627,128,0,0,128,0,0,0,0
1742812628,128,0,0,128,0,0,0,0
1742812629,128,0,0,128,0,0,0,0
1742812630,128,0,0,128,0,0,0,0
1742812631,128,0,0,128,0,0,0,0
1742812632,128,0,0,128,0,0,0,0
1742812633,128,0,0,128,0,0,0,0
1742812635,128,0,0,128,0,0,0,0
1742812636,128,0,0,128,0,0,0,0
1742812637,128,0,0,128,0,0,0,0
1742812638,128,0,0,128,0,0,0,0
1742812639,128,0,0,128,0,0,0,0
1742812640,128,0,0,128,0,0,0,0
1742812641,128,0,0,128,0,0,0,0
1742812642,128,0,0,128,0,0,0,0
1742812643,128,0,0,128,0,0,0,0
1742812644,128,0,0,128,0,0,0,0
1742812645,128,0,0,128,0,0,0,0
1742812646,128,0,0,128,0,0,0,0
1742812647,128,0,0,128,0,0,0,0
1742812648,128,0,0,128,0,0,0,0
1742812649,128,0,0,128,0,0,0,0
1742812650,128,0,0,128,0,0,0,0
1742812651,128,0,0,128,0,0,0,0
1742812652,128,0,0,128,0,0,0,0
1742812653,128,0,0,128,0,0,0,0
1742812654,128,0,0,128,0,0,0,0
1742812655,128,0,0,128,0,0,0,0
1742812657,128,0,0,128,0,0,0,0
1742812658,128,0,0,128,0,0,0,0
1742812659,128,0,0,128,0,0,0,0
1742812660,128,0,0,128,0,0,0,0
1742812661,128,0,0,128,0,0,0,0
1742812662,128,0,0,128,0,0,0,0
1742812663,128,0,0,128,0,0,0,0
1742812664,128,0,0,128,0,0,0,0
1742812665,128,0,0,128,0,0,0,0
1742812666,128,0,0,128,0,0,0,0
1742812667,128,0,0,128,0,0,0,0
1742812668,128,0,0,128,0,0,0,0
1742812669,128,0,0,128,0,0,0,0
1742812670,128,0,0,128,0,0,0,0
1742812671,128,0,0,128,0,0,0,0
1742812672,128,0,0,128,0,0,0,0
1742812673,128,0,0,128,0,0,0,0
1742812674,128,0,0,128,0,0,0,0
1742812675,128,0,0,128,0,0,0,0
1742812676,128,0,0,128,0,0,0,0
1742812677,128,0,0,128,0,0,0,0
1742812679,128,0,0,128,0,0,0,0
1742812680,128,0,0,128,0,0,0,0
1742812681,128,0,0,128,0,0,0,0
1742812682,128,0,0,128,0,0,0,0
1742812683,128,0,0,128,0,0,0,0
1742812684,128,0,0,128,0,0,0,0
1742812685,128,0,0,128,0,0,0,0
1742812686,128,0,0,128,0,0,0,0
1742812687,128,0,0,128,0,0,0,0
1742812688,128,0,0,128,0,0,0,0
1742812689,128,0,0,128,0,0,0,0
1742812690,128,0,0,128,0,0,0,0
1742812691,128,0,0,128,0,0,0,0
1742812692,128,0,0,128,0,0,0,0
1742812693,128,0,0,128,0,0,0,0
1742812694,128,0,0,128,0,0,0,0
1742812695,128,0,0,128,0,0,0,0
1742812696,128,0,0,128,0,0,0,0
1742812697,128,0,0,128,0,0,0,0
1742812698,128,0,0,128,0,0,0,0
1742812699,128,0,0,128,0,0,0,0
1742812701,128,0,0,128,0,0,0,0
1742812702,128,0,0,128,0,0,0,0
1742812703,128,0,0,128,0,0,0,0
1742812704,128,0,0,128,0,0,0,0
1742812705,128,0,0,128,0,0,0,0
1742812706,128,0,0,128,0,0,0,0
1742812707,128,0,0,128,0,0,0,0
1742812708,128,0,0,128,0,0,0,0
1742812709,128,0,0,128,0,0,0,0
1742812710,128,0,0,128,0,0,0,0
1742812711,128,0,0,128,0,0,0,0
1742812712,128,0,0,128,0,0,0,0
1742812713,128,0,0,128,0,0,0,0
1742812714,128,0,0,128,0,0,0,0
1742812715,128,0,0,128,0,0,0,0
1742812716,128,0,0,128,0,0,0,0
1742812717,128,0,0,128,0,0,0,0
1742812718,128,0,0,128,0,0,0,0
1742812719,128,0,0,128,0,0,0,0
1742812720,128,0,0,128,0,0,0,0
1742812722,128,0,0,128,0,0,0,0
1742812723,128,0,0,128,0,0,0,0
1742812724,128,0,0,128,0,0,0,0
1742812725,128,0,0,128,0,0,0,0
1742812726,128,0,0,128,0,0,0,0
1742812727,128,0,0,128,0,0,0,0
1742812728,128,0,0,128,0,0,0,0
1742812729,128,0,0,128,0,0,0,0
1742812730,128,0,0,128,0,0,0,0
1742812731,128,0,0,128,0,0,0,0
1742812732,128,0,0,128,0,0,0,0
1742812733,128,0,0,128,0,0,0,0
1742812734,128,0,0,128,0,0,0,0
1742812735,128,0,0,128,0,0,0,0
1742812736,128,0,0,128,0,0,0,0
1742812737,128,0,0,128,0,0,0,0
1742812738,128,0,0,128,0,0,0,0
1742812739,128,0,0,128,0,0,0,0
1742812740,128,0,0,128,0,0,0,0
1742812741,128,0,0,128,0,0,0,0
1742812742,128,0,0,128,0,0,0,0
1742812744,128,0,0,128,0,0,0,0
1742812745,128,0,0,128,0,0,0,0
1742812746,128,0,0,128,0,0,0,0
1742812747,128,0,0,128,0,0,0,0
1742812748,128,0,0,128,0,0,0,0
1742812749,128,0,0,128,0,0,0,0
1742812750,128,0,0,128,0,0,0,0
1742812751,128,0,0,128,0,0,0,0
1742812752,128,0,0,128,0,0,0,0
1742812753,128,0,0,128,0,0,0,0
1742812754,128,0,0,128,0,0,0,0
1742812755,128,0,0,128,0,0,0,0
1742812756,128,0,0,128,0,0,0,0
1742812757,128,0,0,128,0,0,0,0
1742812758,128,0,0,128,0,0,0,0
1742812759,128,0,0,128,0,0,0,0
1742812760,128,0,0,128,0,0,0,0
1742812761,128,0,0,128,0,0,0,0
1742812762,128,0,0,128,0,0,0,0
1742812763,128,0,0,128,0,0,0,0
1742812764,128,0,0,128,0,0,0,0
1742812766,128,0,0,128,0,0,0,0
1742812767,128,0,0,128,0,0,0,0
1742812768,128,0,0,128,0,0,0,0
1742812769,128,0,0,128,0,0,0,0
1742812770,128,0,0,128,0,0,0,0
1742812771,128,0,0,128,0,0,0,0
1742812772,128,0,0,128,0,0,0,0
1742812773,128,0,0,128,0,0,0,0
1742812774,128,0,0,128,0,0,0,0
1742812775,128,0,0,128,0,0,0,0
1742812776,128,0,0,128,0,0,0,0
1742812777,128,0,0,128,0,0,0,0
1742812778,128,0,0,128,0,0,0,0
1742812779,128,0,0,128,0,0,0,0
1742812780,128,0,0,128,0,0,0,0
1742812781,128,0,0,128,0,0,0,0
1742812782,128,0,0,128,0,0,0,0
1742812783,128,0,0,128,0,0,0,0
1742812784,128,0,0,128,0,0,0,0
1742812785,128,0,0,128,0,0,0,0
1742812786,128,0,0,128,0,0,0,0
1742812788,128,0,0,128,0,0,0,0
1742812789,128,0,0,128,0,0,0,0
1742812790,128,0,0,128,0,0,0,0
1742812791,128,0,0,128,0,0,0,0
1742812792,128,0,0,128,0,0,0,0
1742812793,128,0,0,128,0,0,0,0
1742812794,128,0,0,128,0,0,0,0
1742812795,128,0,0,128,0,0,0,0
1742812796,128,0,0,128,0,0,0,0
1742812797,128,0,0,128,0,0,0,0
1742812798,128,0,0,128,0,0,0,0
1742812799,128,0,0,128,0,0,0,0
1742812800,128,0,0,128,0,0,0,0
1742812801,128,0,0,128,0,0,0,0
1742812802,128,0,0,128,0,0,0,0
1742812803,128,0,0,128,0,0,0,0
1742812804,128,0,0,128,0,0,0,0
1742812805,128,0,0,128,0,0,0,0
1742812806,128,0,0,128,0,0,0,0
1742812807,128,0,0,128,0,0,0,0
1742812808,128,0,0,128,0,0,0,0
1742812810,128,0,0,128,0,0,0,0
1742812811,128,0,0,128,0,0,0,0
1742812812,128,0,0,128,0,0,0,0
1742812813,128,0,0,128,0,0,0,0
1742812814,128,0,0,128,0,0,0,0
1742812815,128,0,0,128,0,0,0,0
1742812816,128,0,0,128,0,0,0,0
1742812817,128,0,0,128,0,0,0,0
1742812818,128,0,0,128,0,0,0,0
1742812819,128,0,0,128,0,0,0,0
1742812820,128,0,0,128,0,0,0,0
1742812821,128,0,0,128,0,0,0,0
1742812822,128,0,0,128,0,0,0,0
1742812823,128,0,0,128,0,0,0,0
1742812824,128,0,0,128,0,0,0,0
1742812825,128,0,0,128,0,0,0,0
1742812826,128,0,0,128,0,0,0,0
1742812827,128,0,0,128,0,0,0,0
1742812828,128,0,0,128,0,0,0,0
1742812829,128,0,0,128,0,0,0,0
1742812830,128,0,0,128,0,0,0,0
1742812831,128,0,0,128,0,0,0,0
1742812833,128,0,0,128,0,0,0,0
1742812834,128,0,0,128,0,0,0,0
1742812835,128,0,0,128,0,0,0,0
1742812836,128,0,0,128,0,0,0,0
1742812837,128,0,0,128,0,0,0,0
1742812838,128,0,0,128,0,0,0,0
1742812839,128,0,0,128,0,0,0,0
1742812840,128,0,0,128,0,0,0,0
1742812841,128,0,0,128,0,0,0,0
1742812842,128,0,0,128,0,0,0,0
1742812843,128,0,0,128,0,0,0,0
1742812844,128,0,0,128,0,0,0,0
1742812845,128,0,0,128,0,0,0,0
1742812846,128,0,0,128,0,0,0,0
1742812847,128,0,0,128,0,0,0,0
1742812848,128,0,0,128,0,0,0,0
1742812849,128,0,0,128,0,0,0,0
1742812850,128,0,0,128,0,0,0,0
1742812851,128,0,0,128,0,0,0,0
1742812853,128,0,0,128,0,0,0,0
1742812854,128,0,0,128,0,0,0,0
1742812855,128,0,0,128,0,0,0,0
1742812856,128,0,0,128,0,0,0,0
1742812857,128,0,0,128,0,0,0,0
1742812858,128,0,0,128,0,0,0,0
1742812859,128,0,0,128,0,0,0,0
1742812860,128,0,0,128,0,0,0,0
1742812861,128,0,0,128,0,0,0,0
1742812862,128,0,0,128,0,0,0,0
1742812863,128,0,0,128,0,0,0,0
1742812864,128,0,0,128,0,0,0,0
1742812865,128,0,0,128,0,0,0,0
1742812866,128,0,0,128,0,0,0,0
1742812867,128,0,0,128,0,0,0,0
1742812868,128,0,0,128,0,0,0,0
1742812869,128,0,0,128,0,0,0,0
1742812871,128,0,0,128,0,0,0,0
1742812872,128,0,0,128,0,0,0,0
1742812873,128,0,0,128,0,0,0,0
1742812874,128,0,0,128,0,0,0,0
1742812875,128,0,0,128,0,0,0,0
1742812876,128,0,0,128,0,0,0,0
1742812877,128,0,0,128,0,0,0,0
1742812878,128,0,0,128,0,0,0,0
1742812879,128,0,0,128,0,0,0,0
1742812880,128,0,0,128,0,0,0,0
1742812881,128,0,0,128,0,0,0,0
1742812882,128,0,0,128,0,0,0,0
1742812883,128,0,0,128,0,0,0,0
1742812884,128,0,0,128,0,0,0,0
1742812885,128,0,0,128,0,0,0,0
1742812886,128,0,0,128,0,0,0,0
1742812887,128,0,0,128,0,0,0,0
1742812888,128,0,0,128,0,0,0,0
1742812889,128,0,0,128,0,0,0,0
1742812890,128,0,0,128,0,0,0,0
1742812891,128,0,0,128,0,0,0,0
1742812893,128,0,0,128,0,0,0,0
1742812894,128,0,0,128,0,0,0,0
1742812895,128,0,0,128,0,0,0,0
1742812896,128,0,0,128,0,0,0,0
1742812897,128,0,0,128,0,0,0,0
1742812898,128,0,0,128,0,0,0,0
1742812899,128,0,0,128,0,0,0,0
1742812900,128,0,0,128,0,0,0,0
1742812901,128,0,0,128,0,0,0,0
1742812902,128,0,0,128,0,0,0,0
1742812903,128,0,0,128,0,0,0,0
1742812904,128,0,0,128,0,0,0,0
1742812905,128,0,0,128,0,0,0,0
1742812906,128,0,0,128,0,0,0,0
1742812907,128,0,0,128,0,0,0,0
1742812908,128,0,0,128,0,0,0,0
1742812909,128,0,0,128,0,0,0,0
1742812910,128,0,0,128,0,0,0,0
1742812911,128,0,0,128,0,0,0,0
1742812912,128,0,0,128,0,0,0,0
1742812913,128,0,0,128,0,0,0,0
1742812914,128,0,0,128,0,0,0,0
1742812916,128,0,0,128,0,0,0,0
1742812917,128,0,0,128,0,0,0,0
1742812918,128,0,0,128,0,0,0,0
1742812919,128,0,0,128,0,0,0,0
1742812920,128,0,0,128,0,0,0,0
1742812921,128,0,0,128,0,0,0,0
1742812922,128,0,0,128,0,0,0,0
1742812923,128,0,0,128,0,0,0,0
1742812924,128,0,0,128,0,0,0,0
1742812925,128,0,0,128,0,0,0,0
1742812926,128,0,0,128,0,0,0,0
1742812927,128,0,0,128,0,0,0,0
1742812928,128,0,0,128,0,0,0,0
1742812929,128,0,0,128,0,0,0,0
1742812930,128,0,0,128,0,0,0,0
1742812931,128,0,0,128,0,0,0,0
1742812932,128,0,0,128,0,0,0,0
1742812934,128,0,0,128,0,0,0,0
1742812935,128,0,0,128,0,0,0,0
1742812936,128,0,39,89,0,0,0,0
1742812937,128,0,39,89,0,0,0,0
1742812938,128,0,39,89,0,0,0,0
1742812940,128,0,39,89,0,0,0,0
1742812941,128,0,39,89,0,0,0,0
1742812942,128,0,39,89,0,0,0,0
1742812944,128,0,39,89,0,0,0,0
1742812945,128,0,39,89,0,0,0,0
1742812947,128,0,39,89,0,0,0,0
1742812948,128,0,39,89,0,0,0,0
1742812950,128,0,39,89,0,0,0,0
1742812951,128,0,39,89,0,0,0,0
1742812952,128,0,39,89,0,0,0,0
1742812954,128,0,39,89,0,0,0,0
1742812955,128,0,39,89,0,0,0,0
1742812956,128,0,80,48,0,0,0,0
1742812957,128,0,80,48,0,0,0,0
1742812959,128,0,80,48,0,0,0,0
1742812966,128,0,80,48,0,0,0,0
1742812973,128,0,80,48,0,0,0,0
1742812974,128,0,80,48,0,0,0,0
1742812975,128,0,82,46,0,0,0,0
1742812977,128,0,82,46,0,0,0,0
1742812978,128,0,82,46,0,0,0,0
1742812980,128,0,82,46,0,0,0,0
1742812982,128,0,82,46,0,0,0,0
1742812987,128,0,82,46,0,0,0,0
1742812990,128,0,82,46,0,0,0,0
1742812999,128,0,82,46,0,0,0,0
1742813001,128,0,95,33,0,0,0,0
1742813002,128,0,95,33,0,0,0,0
1742813003,128,0,95,33,0,0,0,0
1742813005,128,0,95,33,0,0,0,0
1742813006,128,0,95,33,0,0,0,0
1742813008,128,0,95,33,0,0,0,0
1742813015,128,0,95,33,0,0,0,0
1742813017,128,0,95,33,0,0,0,0
1742813020,128,0,95,33,0,0,0,0
1742813022,128,0,95,33,0,0,0,0
1742813025,128,0,95,33,0,0,0,0
1742813029,128,0,96,32,0,0,0,0
1742813032,128,0,104,24,0,0,0,0
1742813035,128,0,104,24,0,0,0,0
1742813036,128,0,104,24,0,0,0,0
1742813038,128,0,104,24,0,0,0,0
1742813039,128,0,104,24,0,0,0,0
1742813040,128,0,104,24,0,0,0,0
1742813042,128,0,116,12,0,0,0,0
1742813044,128,0,128,0,0,0,0,0
1742813046,128,0,128,0,0,0,0,0
1742813047,128,0,128,0,0,0,0,0
1742813049,128,0,128,0,0,0,0,0
1742813051,128,0,128,0,0,0,0,0
1742813053,128,0,128,0,0,0,0,0
1742813054,128,0,128,0,0,0,0,0
1742813056,128,0,128,0,0,0,0,0
1742813057,128,0,128,0,0,0,0,0
1742813059,128,0,128,0,0,0,0,0
1742813060,128,0,128,0,0,0,0,0
1742813062,128,0,128,0,0,0,0,0
1742813063,128,0,128,0,0,0,0,0
1742813064,128,0,128,0,0,0,0,0
1742813066,128,0,128,0,0,0,0,0
1742813067,128,0,128,0,0,0,0,0
1742813068,128,0,128,0,0,0,0,0
1742813069,128,0,128,0,0,0,0,0
1742813070,128,0,128,0,0,0,0,0
1742813072,128,0,128,0,0,0,0,0
1742813073,128,0,128,0,0,0,0,0
1742813075,128,0,128,0,0,0,0,0
1742813076,128,0,128,0,0,0,0,0
1742813078,128,0,128,0,0,0,0,0
1742813080,128,0,128,0,0,0,0,0
1742813081,128,0,128,0,0,0,0,0
1742813082,128,0,128,0,0,0,0,0
1742813083,128,0,128,0,0,0,0,0
1742813084,128,0,128,0,0,0,0,0
1742813086,128,0,128,0,0,0,0,0
1742813087,128,0,128,0,0,0,0,0
1742813089,128,0,128,0,0,0,0,0
1742813091,128,0,128,0,0,0,0,0
1742813093,128,0,128,0,0,0,0,0
1742813095,128,0,128,0,0,0,0,0
1742813096,128,0,128,0,0,0,0,0
1742813098,128,0,128,0,0,0,0,0
1742813100,128,0,128,0,0,0,0,0
1742813102,128,0,128,0,0,0,0,0
1742813105,128,0,128,0,0,0,0,0
1742813107,128,0,128,0,0,0,0,0
1742813109,128,0,128,0,0,0,0,0
1742813112,128,0,128,0,0,0,0,0
1742813114,128,0,128,0,0,0,0,0
1742813115,128,0,128,0,0,0,0,0
1742813117,128,0,128,0,0,0,0,0
1742813118,128,0,128,0,0,0,0,0
1742813120,128,0,128,0,0,0,0,0
1742813121,128,0,128,0,0,0,0,0
1742813123,128,0,128,0,0,0,0,0
1742813124,128,0,128,0,0,0,0,0
1742813126,128,0,128,0,0,0,0,0
1742813127,128,0,128,0,0,0,0,0
1742813129,128,0,128,0,0,0,0,0
1742813130,128,0,128,0,0,0,0,0
1742813131,128,0,128,0,0,0,0,0
1742813133,128,0,128,0,0,0,0,0
1742813134,128,0,128,0,0,0,0,0
1742813136,128,0,128,0,0,0,0,0
1742813137,128,0,128,0,0,0,0,0
1742813138,128,0,128,0,0,0,0,0
1742813140,128,0,128,0,0,0,0,0
1742813141,128,0,128,0,0,0,0,0
1742813143,128,0,128,0,0,0,0,0
1742813144,128,0,128,0,0,0,0,0
1742813146,128,0,128,0,0,0,0,0
1742813147,128,0,128,0,0,0,0,0
1742813149,128,0,128,0,0,0,0,0
1742813150,128,0,128,0,0,0,0,0
1742813152,128,0,128,0,0,0,0,0
1742813153,128,0,128,0,0,0,0,0
1742813154,128,0,128,0,0,0,0,0
1742813156,128,0,128,0,0,0,0,0
1742813157,128,0,128,0,0,0,0,0
1742813158,128,0,128,0,0,0,0,0
1742813160,128,0,128,0,0,0,0,0
1742813161,128,0,128,0,0,0,0,0
1742813162,128,0,128,0,0,0,0,0
1742813164,128,0,128,0,0,0,0,0
1742813165,128,0,128,0,0,0,0,0
1742813166,128,0,128,0,0,0,0,0
1742813168,128,0,128,0,0,0,0,0
1742813169,128,0,128,0,0,0,0,0
1742813170,128,0,128,0,0,0,0,0
1742813172,128,0,128,0,0,0,0,0
1742813173,128,0,128,0,0,0,0,0
1742813174,128,0,128,0,0,0,0,0
1742813175,128,0,128,0,0,0,0,0
1742813177,128,0,128,0,0,0,0,0
1742813178,128,0,128,0,0,0,0,0
1742813179,128,0,128,0,0,0,0,0
1742813180,128,0,128,0,0,0,0,0
1742813182,128,0,128,0,0,0,0,0
1742813183,128,0,128,0,0,0,0,0
1742813184,128,0,128,0,0,0,0,0
1742813185,128,0,128,0,0,0,0,0
1742813187,128,0,128,0,0,0,0,0
1742813188,128,0,128,0,0,0,0,0
1742813189,128,0,128,0,0,0,0,0
1742813190,128,0,128,0,0,0,0,0
1742813192,128,0,128,0,0,0,0,0
1742813193,128,0,128,0,0,0,0,0
1742813194,128,0,128,0,0,0,0,0
1742813196,128,0,128,0,0,0,0,0
1742813197,128,0,128,0,0,0,0,0
1742813198,128,0,128,0,0,0,0,0
1742813199,128,0,128,0,0,0,0,0
1742813201,128,0,128,0,0,0,0,0
1742813202,128,0,128,0,0,0,0,0
1742813203,128,0,128,0,0,0,0,0
1742813204,128,0,128,0,0,0,0,0
1742813205,128,0,128,0,0,0,0,0
1742813207,128,0,128,0,0,0,0,0
1742813208,128,0,128,0,0,0,0,0
1742813209,128,0,128,0,0,0,0,0
1742813210,128,0,128,0,0,0,0,0
1742813212,128,0,128,0,0,0,0,0
1742813213,128,0,128,0,0,0,0,0
1742813214,128,0,128,0,0,0,0,0
1742813215,128,0,128,0,0,0,0,0
1742813216,128,0,128,0,0,0,0,0
1742813217,128,0,128,0,0,0,0,0
1742813218,128,0,128,0,0,0,0,0
1742813219,128,0,128,0,0,0,0,0
1742813220,128,0,128,0,0,0,0,0
1742813221,128,0,128,0,0,0,0,0
1742813222,128,0,128,0,0,0,0,0
1742813223,128,0,128,0,0,0,0,0
1742813224,128,0,128,0,0,0,0,0
1742813225,128,0,128,0,0,0,0,0
1742813226,128,0,128,0,0,0,0,0
1742813228,128,0,128,0,0,0,0,0
1742813229,128,0,128,0,0,0,0,0
1742813230,128,0,128,0,0,0,0,0
1742813231,128,0,128,0,0,0,0,0
1742813232,128,0,128,0,0,0,0,0
1742813233,128,0,128,0,0,0,0,0
1742813234,128,0,128,0,0,0,0,0
1742813235,128,0,128,0,0,0,0,0
1742813236,128,0,128,0,0,0,0,0
1742813237,128,0,128,0,0,0,0,0
1742813238,128,0,128,0,0,0,0,0
1742813239,128,0,128,0,0,0,0,0
1742813240,128,0,128,0,0,0,0,0
1742813241,128,0,128,0,0,0,0,0
1742813242,128,0,128,0,0,0,0,0
1742813243,128,0,128,0,0,0,0,0
1742813244,128,0,128,0,0,0,0,0
1742813246,128,0,128,0,0,0,0,0
1742813247,128,0,128,0,0,0,0,0
1742813248,128,0,128,0,0,0,0,0
1742813249,128,0,128,0,0,0,0,0
1742813250,128,0,128,0,0,0,0,0
1742813251,128,0,128,0,0,0,0,0
1742813252,128,0,128,0,0,0,0,0
1742813253,128,0,128,0,0,0,0,0
1742813254,128,0,128,0,0,0,0,0
1742813255,128,0,128,0,0,0,0,0
1742813256,128,0,128,0,0,0,0,0
1742813257,128,0,128,0,0,0,0,0
1742813258,128,0,128,0,0,0,0,0
1742813259,128,0,128,0,0,0,0,0
1742813260,128,0,128,0,0,0,0,0
1742813261,128,0,128,0,0,0,0,0
1742813262,128,0,128,0,0,0,0,0
1742813263,128,0,128,0,0,0,0,0
1742813265,128,0,128,0,0,0,0,0
1742813266,128,0,128,0,0,0,0,0
1742813267,128,0,128,0,0,0,0,0
1742813268,128,0,128,0,0,0,0,0
1742813269,128,0,128,0,0,0,0,0
1742813270,128,0,128,0,0,0,0,0
1742813271,128,0,128,0,0,0,0,0
1742813272,128,0,128,0,0,0,0,0
1742813273,128,0,128,0,0,0,0,0
1742813274,128,0,128,0,0,0,0,0
1742813275,128,0,128,0,0,0,0,0
1742813276,128,0,128,0,0,0,0,0
1742813277,128,0,128,0,0,0,0,0
1742813278,128,0,128,0,0,0,0,0
1742813279,128,0,128,0,0,0,0,0
1742813280,128,0,128,0,0,0,0,0
1742813281,128,0,128,0,0,0,0,0
1742813283,128,0,128,0,0,0,0,0
1742813284,128,0,128,0,0,0,0,0
1742813285,128,0,128,0,0,0,0,0
1742813286,128,0,128,0,0,0,0,0
1742813287,128,0,128,0,0,0,0,0
1742813288,128,0,128,0,0,0,0,0
1742813289,128,0,128,0,0,0,0,0
1742813290,128,0,128,0,0,0,0,0
1742813291,128,0,128,0,0,0,0,0
1742813292,128,0,128,0,0,0,0,0
1742813293,128,0,128,0,0,0,0,0
1742813294,128,0,128,0,0,0,0,0
1742813295,128,0,128,0,0,0,0,0
1742813296,128,0,128,0,0,0,0,0
1742813297,128,0,128,0,0,0,0,0
1742813298,128,0,128,0,0,0,0,0
1742813300,128,0,128,0,0,0,0,0
1742813301,128,0,128,0,0,0,0,0
1742813302,128,0,128,0,0,0,0,0
1742813303,128,0,128,0,0,0,0,0
1742813304,128,0,128,0,0,0,0,0
1742813305,128,0,128,0,0,0,0,0
1742813306,128,0,128,0,0,0,0,0
1742813307,128,0,128,0,0,0,0,0
1742813308,128,0,128,0,0,0,0,0
1742813309,128,0,128,0,0,0,0,0
1742813310,128,0,128,0,0,0,0,0
1742813311,128,0,128,0,0,0,0,0
1742813312,128,0,128,0,0,0,0,0
1742813313,128,0,128,0,0,0,0,0
1742813314,128,0,128,0,0,0,0,0
1742813316,128,0,128,0,0,0,0,0
1742813317,128,0,128,0,0,0,0,0
1742813318,128,0,128,0,0,0,0,0
1742813319,128,0,128,0,0,0,0,0
1742813320,128,0,128,0,0,0,0,0
1742813321,128,0,128,0,0,0,0,0
1742813322,128,0,128,0,0,0,0,0
1742813323,128,0,128,0,0,0,0,0
1742813324,128,0,128,0,0,0,0,0
1742813325,128,0,128,0,0,0,0,0
1742813326,128,0,128,0,0,0,0,0
1742813327,128,0,128,0,0,0,0,0
1742813328,128,0,128,0,0,0,0,0
1742813329,128,0,128,0,0,0,0,0
1742813330,128,0,128,0,0,0,0,0
1742813332,128,0,128,0,0,0,0,0
1742813333,128,0,128,0,0,0,0,0
1742813334,128,0,128,0,0,0,0,0
1742813335,128,0,128,0,0,0,0,0
1742813336,128,0,128,0,0,0,0,0
1742813337,128,0,128,0,0,0,0,0
1742813338,128,0,128,0,0,0,0,0
1742813339,128,0,128,0,0,0,0,0
1742813340,128,0,128,0,0,0,0,0
1742813341,128,0,128,0,0,0,0,0
1742813342,128,0,128,0,0,0,0,0
1742813343,128,0,128,0,0,0,0,0
1742813344,128,0,128,0,0,0,0,0
1742813345,128,0,128,0,0,0,0,0
1742813346,128,0,128,0,0,0,0,0
1742813348,128,0,128,0,0,0,0,0
1742813349,128,0,128,0,0,0,0,0
1742813350,128,0,128,0,0,0,0,0
1742813351,128,0,128,0,0,0,0,0
1742813352,128,0,128,0,0,0,0,0
1742813353,128,0,128,0,0,0,0,0
1742813354,128,0,128,0,0,0,0,0
1742813355,128,0,128,0,0,0,0,0
1742813356,128,0,128,0,0,0,0,0
1742813357,128,0,128,0,0,0,0,0
1742813358,128,0,128,0,0,0,0,0
1742813359,128,0,128,0,0,0,0,0
1742813360,128,0,128,0,0,0,0,0
1742813361,128,0,128,0,0,0,0,0
1742813362,128,0,128,0,0,0,0,0
1742813363,128,0,128,0,0,0,0,0
1742813364,128,0,128,0,0,0,0,0
1742813366,128,0,128,0,0,0,0,0
1742813367,128,0,128,0,0,0,0,0
1742813368,128,0,128,0,0,0,0,0
