Timestamp,Jobs,Completed,Removed,Idle,Running,Held,Suspended
1742812569,0,0,0,0,0,0,0
1742812570,0,0,0,0,0,0,0
1742812571,0,0,0,0,0,0,0
1742812572,0,0,0,0,0,0,0
1742812573,0,0,0,0,0,0,0
1742812574,0,0,0,0,0,0,0
1742812575,0,0,0,0,0,0,0
1742812576,0,0,0,0,0,0,0
1742812577,0,0,0,0,0,0,0
1742812578,0,0,0,0,0,0,0
1742812579,0,0,0,0,0,0,0
1742812580,0,0,0,0,0,0,0
1742812581,0,0,0,0,0,0,0
1742812582,0,0,0,0,0,0,0
1742812583,0,0,0,0,0,0,0
1742812584,0,0,0,0,0,0,0
1742812585,0,0,0,0,0,0,0
1742812586,0,0,0,0,0,0,0
1742812587,0,0,0,0,0,0,0
1742812588,0,0,0,0,0,0,0
1742812589,0,0,0,0,0,0,0
1742812591,0,0,0,0,0,0,0
1742812592,0,0,0,0,0,0,0
1742812593,0,0,0,0,0,0,0
1742812594,0,0,0,0,0,0,0
1742812595,0,0,0,0,0,0,0
1742812596,0,0,0,0,0,0,0
1742812597,0,0,0,0,0,0,0
1742812598,0,0,0,0,0,0,0
1742812599,0,0,0,0,0,0,0
1742812600,0,0,0,0,0,0,0
1742812601,0,0,0,0,0,0,0
1742812602,0,0,0,0,0,0,0
1742812603,0,0,0,0,0,0,0
1742812604,0,0,0,0,0,0,0
1742812605,0,0,0,0,0,0,0
1742812606,0,0,0,0,0,0,0
1742812607,0,0,0,0,0,0,0
1742812608,0,0,0,0,0,0,0
1742812609,0,0,0,0,0,0,0
1742812610,0,0,0,0,0,0,0
1742812611,0,0,0,0,0,0,0
1742812613,0,0,0,0,0,0,0
1742812614,0,0,0,0,0,0,0
1742812615,0,0,0,0,0,0,0
1742812616,0,0,0,0,0,0,0
1742812617,0,0,0,0,0,0,0
1742812618,0,0,0,0,0,0,0
1742812619,0,0,0,0,0,0,0
1742812620,0,0,0,0,0,0,0
1742812621,0,0,0,0,0,0,0
1742812622,0,0,0,0,0,0,0
1742812623,0,0,0,0,0,0,0
1742812624,0,0,0,0,0,0,0
1742812625,0,0,0,0,0,0,0
1742812626,0,0,0,0,0,0,0
1742812627,0,0,0,0,0,0,0
1742812628,0,0,0,0,0,0,0
1742812629,0,0,0,0,0,0,0
1742812630,0,0,0,0,0,0,0
1742812631,0,0,0,0,0,0,0
1742812632,0,0,0,0,0,0,0
1742812633,0,0,0,0,0,0,0
1742812635,0,0,0,0,0,0,0
1742812636,0,0,0,0,0,0,0
1742812637,0,0,0,0,0,0,0
1742812638,0,0,0,0,0,0,0
1742812639,0,0,0,0,0,0,0
1742812640,0,0,0,0,0,0,0
1742812641,0,0,0,0,0,0,0
1742812642,0,0,0,0,0,0,0
1742812643,0,0,0,0,0,0,0
1742812644,0,0,0,0,0,0,0
1742812645,0,0,0,0,0,0,0
1742812646,0,0,0,0,0,0,0
1742812647,0,0,0,0,0,0,0
1742812648,0,0,0,0,0,0,0
1742812649,0,0,0,0,0,0,0
1742812650,0,0,0,0,0,0,0
1742812651,0,0,0,0,0,0,0
1742812652,0,0,0,0,0,0,0
1742812653,0,0,0,0,0,0,0
1742812654,0,0,0,0,0,0,0
1742812655,0,0,0,0,0,0,0
1742812657,0,0,0,0,0,0,0
1742812658,0,0,0,0,0,0,0
1742812659,0,0,0,0,0,0,0
1742812660,0,0,0,0,0,0,0
1742812661,0,0,0,0,0,0,0
1742812662,0,0,0,0,0,0,0
1742812663,0,0,0,0,0,0,0
1742812664,0,0,0,0,0,0,0
1742812665,0,0,0,0,0,0,0
1742812666,0,0,0,0,0,0,0
1742812667,0,0,0,0,0,0,0
1742812668,0,0,0,0,0,0,0
1742812669,0,0,0,0,0,0,0
1742812670,0,0,0,0,0,0,0
1742812671,0,0,0,0,0,0,0
1742812672,0,0,0,0,0,0,0
1742812673,0,0,0,0,0,0,0
1742812674,0,0,0,0,0,0,0
1742812675,0,0,0,0,0,0,0
1742812676,0,0,0,0,0,0,0
1742812677,0,0,0,0,0,0,0
1742812679,0,0,0,0,0,0,0
1742812680,0,0,0,0,0,0,0
1742812681,0,0,0,0,0,0,0
1742812682,0,0,0,0,0,0,0
1742812683,0,0,0,0,0,0,0
1742812684,0,0,0,0,0,0,0
1742812685,0,0,0,0,0,0,0
1742812686,0,0,0,0,0,0,0
1742812687,0,0,0,0,0,0,0
1742812688,0,0,0,0,0,0,0
1742812689,0,0,0,0,0,0,0
1742812690,0,0,0,0,0,0,0
1742812691,0,0,0,0,0,0,0
1742812692,0,0,0,0,0,0,0
1742812693,0,0,0,0,0,0,0
1742812694,0,0,0,0,0,0,0
1742812695,0,0,0,0,0,0,0
1742812696,0,0,0,0,0,0,0
1742812697,0,0,0,0,0,0,0
1742812698,0,0,0,0,0,0,0
1742812699,0,0,0,0,0,0,0
1742812701,0,0,0,0,0,0,0
1742812702,0,0,0,0,0,0,0
1742812703,0,0,0,0,0,0,0
1742812704,0,0,0,0,0,0,0
1742812705,0,0,0,0,0,0,0
1742812706,0,0,0,0,0,0,0
1742812707,0,0,0,0,0,0,0
1742812708,0,0,0,0,0,0,0
1742812709,0,0,0,0,0,0,0
1742812710,0,0,0,0,0,0,0
1742812711,0,0,0,0,0,0,0
1742812712,0,0,0,0,0,0,0
1742812713,0,0,0,0,0,0,0
1742812714,0,0,0,0,0,0,0
1742812715,0,0,0,0,0,0,0
1742812716,0,0,0,0,0,0,0
1742812717,0,0,0,0,0,0,0
1742812718,0,0,0,0,0,0,0
1742812719,0,0,0,0,0,0,0
1742812720,0,0,0,0,0,0,0
1742812722,0,0,0,0,0,0,0
1742812723,0,0,0,0,0,0,0
1742812724,0,0,0,0,0,0,0
1742812725,0,0,0,0,0,0,0
1742812726,0,0,0,0,0,0,0
1742812727,0,0,0,0,0,0,0
1742812728,0,0,0,0,0,0,0
1742812729,0,0,0,0,0,0,0
1742812730,0,0,0,0,0,0,0
1742812731,0,0,0,0,0,0,0
1742812732,0,0,0,0,0,0,0
1742812733,0,0,0,0,0,0,0
1742812734,0,0,0,0,0,0,0
1742812735,0,0,0,0,0,0,0
1742812736,0,0,0,0,0,0,0
1742812737,0,0,0,0,0,0,0
1742812738,0,0,0,0,0,0,0
1742812739,0,0,0,0,0,0,0
1742812740,0,0,0,0,0,0,0
1742812741,0,0,0,0,0,0,0
1742812742,0,0,0,0,0,0,0
1742812744,0,0,0,0,0,0,0
1742812745,0,0,0,0,0,0,0
1742812746,0,0,0,0,0,0,0
1742812747,0,0,0,0,0,0,0
1742812748,0,0,0,0,0,0,0
1742812749,0,0,0,0,0,0,0
1742812750,0,0,0,0,0,0,0
1742812751,0,0,0,0,0,0,0
