timestamp,description,server,switch,master,T1,T2,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20
1726740971,,11.62302,21.38051,30.05471
1726740972,,5.142767,21.36273,29.99936,27.91112
1726740973,,0,21.05684,8.555797,30.0695,28.42478
1726740974,,0,21.11987,8.616443,29.94281,28.38518,0,0,0,0,0,0,0,0,0,0,0,0,0
1726740975,,4.155405,21.16189,8.546337,29.89518,28.21309,0,0,0,0,0,0,0,0,0,0,0,0,0
1726740976,,0,21.41661,8.574998,30.12689,28.54734,0,0,0,0,0,0,0,0,0,0,0,0,0
1726740977,,3.273414,21.15409,8.617988,29.93163,28.17282,0,0,0,0,0,0,0,0,0,0,0,0,0
1726740978,,1.022942,21.15409,8.474805,29.9018,27.99812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726740979,,4.514974,21.2364,8.838838,30.37137,28.46466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726740980,,1.410929,21.19441,8.519855,30.18243,28.51016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726740981,,0.933954,21.19441,8.819386,30.17307,28.40067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726740982,,4.669772,21.26853,8.812,30.18892,28.63336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726740983,,0,20.9262,8.565193,30.43368,28.76867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726740984,,0.746008,20.92661,8.563777,30.34662,28.85855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726740985,,2.98403,20.92826,8.565964,30.25307,28.86831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726740986,,0,21.01981,8.49824,30.2539,28.81744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726740987,,3.102906,21.15279,8.483746,30.22843,28.73113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726740988,,1.551453,21.24144,8.51606,30.05299,28.78624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726740989,,0,20.95378,8.641009,30.14622,28.92443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726740990,,3.882167,21.10184,8.503814,30.17479,28.8274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726740991,,0,21.15119,8.846682,30.39117,28.74461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726740992,,0,21.10771,8.721674,30.36456,28.84206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726740993,,3.860493,21.29436,8.405586,30.24787,28.71647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726740994,,0,21.31857,8.452338,30.1531,28.7089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726740995,,0,21.2288,8.626601,30.18423,28.92011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726740996,,3.800017,21.06388,8.526995,30.3033,29.02294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726740997,,0,21.06071,8.480538,30.22846,29.17023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726740998,,2.204042,21.04799,8.415877,30.20984,28.80278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726740999,,1.836702,21.0199,8.519624,30.17608,28.71581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726741000,,0,21.0023,8.644384,30.27234,28.86282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726741001,,3.95574,20.97592,8.612936,30.21634,29.04598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726741002,,3.95574,20.90143,8.545239,30.21554,28.7859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
