timestamp,description,server,switch,master,T1,T2,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20
1724657811,,0,21.00042,8.630557,29.79917,27.82342
1724657812,,0,20.98109,9.155211,29.67268,28.15602
1724657813,,3.003658,21.22697,8.209753,29.90773,28.26485
1724657814,,0,21.30894,8.005619,29.98866,28.16426,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1724657815,,0.846726,21.40071,8.177741,30.04521,28.33647,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1724657816,,3.386904,20.94088,8.235116,30.12335,28.45619,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1724657817,,0,20.95681,8.159569,29.88213,28.38811,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1724657818,,3.959564,21.0205,8.172233,29.82862,28.38406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1724657819,,0.791913,21.32568,8.312088,30.29176,28.44511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1724657820,,0,21.28873,8.309051,30.27317,28.71713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1724657821,,4.011594,21.14094,8.157048,30.2448,28.73194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1724657822,,0,21.02691,8.134185,30.01585,28.58169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1724657823,,3.828539,21.04174,8.133813,30.18892,28.54409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1724657824,,3.828539,21.06397,8.158551,30.2721,28.79781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1724657825,,0,21.11426,8.257503,30.23678,28.53613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1724657826,,2.927208,20.98307,8.138244,30.47545,28.65752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1724657827,,0,20.93934,8.127517,30.7937,28.95888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1724657828,,1.677936,21.09802,8.183046,30.44489,28.80112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1724657829,,2.516904,21.08666,8.238576,30.28962,28.6877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1724657830,,0,21.08381,8.131222,30.58481,28.56719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1724657831,,2.73949,20.96687,8.083668,30.16816,28.65572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1724657832,,1.461061,20.92105,8.140543,30.62132,28.88994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1724657833,,0,20.92105,8.17846,30.70176,29.1755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1724657834,,4.285461,20.92611,8.099859,31.10696,29.5027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1724657835,,0,21.03116,8.235624,31.20097,29.63506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
